,0,1
0,33.791638,-84.389488
1,33.791638,-84.389488
2,40.7086765,-74.01009309999999
3,40.7086765,-74.01009309999999
4,40.6822409,-73.9682349
5,43.0296476,-88.11512809999999
6,41.5844433,-93.6290307
7,40.6446634,-74.0237448
8,40.3706086,-74.5874683
9,40.738825,-73.99386100000001
10,33.791638,-84.389488
11,33.791638,-84.389488
12,32.955811,-97.02055000000001
13,45.00336979999999,-93.2515313
14,40.7756774,-73.8308158
15,33.791638,-84.389488
16,40.706483,-74.01227399999999
17,33.791638,-84.389488
18,36.7724892,-94.9272491
19,42.5602871,-83.1406645
20,41.5844433,-93.6290307
21,33.791638,-84.389488
22,40.7083663,-74.008653
23,34.0395308,-118.2617015
24,39.776307,-105.027916
25,43.64123499999999,-79.377349
26,36.7724892,-94.9272491
27,40.729313,-74.00574999999999
28,33.791638,-84.389488
29,40.855993,-73.8463639
30,40.6998079,-73.9068685
31,33.791638,-84.389488
32,40.71713630000001,-74.006901
33,40.749951,-73.97303699999999
34,33.791638,-84.389488
35,33.791638,-84.389488
36,40.749951,-73.97303699999999
37,40.855993,-73.8463639
38,33.791638,-84.389488
39,40.7109511,-74.0099293
40,40.7723518,-73.95920989999999
41,40.7496255,-73.9889938
42,33.791638,-84.389488
43,33.791638,-84.389488
44,40.7424589,-73.9738175
45,41.5844433,-93.6290307
46,40.7496255,-73.9889938
47,33.900832,-117.465634
48,40.7124416,-74.0154809
49,40.7424589,-73.9738175
50,33.791638,-84.389488
51,40.8806538,-73.8797151
52,33.791638,-84.389488
53,40.855993,-73.8463639
54,40.855993,-73.8463639
55,33.791638,-84.389488
56,33.791638,-84.389488
57,40.7756774,-73.8308158
58,33.791638,-84.389488
59,36.1474162,-95.9531765
60,40.707443,-74.010739
61,40.7156671,-74.0011638
62,40.7424589,-73.9738175
63,33.791638,-84.389488
64,33.791638,-84.389488
65,36.1551708,-95.9906587
66,40.72951339999999,-73.9964609
67,40.760927,-73.98254519999999
68,33.791638,-84.389488
69,33.791638,-84.389488
70,33.791638,-84.389488
71,,
72,33.791638,-84.389488
73,33.791638,-84.389488
74,33.791638,-84.389488
75,36.1485901,-95.990614
76,36.7724892,-94.9272491
77,40.46082029999999,-105.0825511
78,33.791638,-84.389488
79,37.7926239,-122.3989915
80,40.855993,-73.8463639
81,40.855993,-73.8463639
82,33.791638,-84.389488
83,40.855993,-73.8463639
84,33.791638,-84.389488
85,40.855993,-73.8463639
86,40.749951,-73.97303699999999
87,33.791638,-84.389488
88,40.855993,-73.8463639
89,40.855993,-73.8463639
90,38.572442,-92.19898599999999
91,40.1201221,-75.2839123
92,38.9475748,-92.29995939999999
93,33.791638,-84.389488
94,36.7083358,-95.9372863
95,43.64123499999999,-79.377349
96,38.648941,-90.56040399999999
97,36.7724892,-94.9272491
98,40.74672899999999,-73.98486
99,43.64123499999999,-79.377349
100,38.648941,-90.56040399999999
101,33.791638,-84.389488
102,32.9668066,-96.8205723
103,40.7509446,-73.97386879999999
104,40.64040139999999,-74.00838159999999
105,36.7724892,-94.9272491
106,33.791638,-84.389488
107,40.7109969,-74.0116941
108,33.791638,-84.389488
109,40.7096872,-74.0109678
110,33.791638,-84.389488
111,40.7424589,-73.9738175
112,40.7424589,-73.9738175
113,37.7926239,-122.3989915
114,39.090694,-94.582854
115,33.791638,-84.389488
116,39.7669989,-86.1621681
117,,
118,36.3246162,-95.60655679999999
119,33.791638,-84.389488
120,30.2635428,-97.7435387
121,40.7422707,-73.9917984
122,40.7424589,-73.9738175
123,29.7497344,-95.46479819999999
124,33.791638,-84.389488
125,40.64040139999999,-74.00838159999999
126,32.787463,-96.7991967
127,40.8806538,-73.8797151
128,32.8838017,-96.7690587
129,34.0417374,-118.4698191
130,33.791638,-84.389488
131,40.855993,-73.8463639
132,33.791638,-84.389488
133,33.791638,-84.389488
134,40.7137179,-74.01484529999999
