Salary1,Salary2,Job_Type,Skill,No_of_Skills,No_of_Reviews,No_of_Stars,Date_Since_Posted,Location,Revenue,Employees,Industry
100000-119999,110000,data_scientist,"Data Mining, Data Warehouse, Visual Basic, R, SAS, Microsoft Office, SQL",7,1203,3.700000048,30,NY,$1B to $5B ,"10,000+",Consulting and Business Services
100000-119999,110000,data_scientist,"Data Mining, Machine Learning, Marketing, R, SAS, Python, SQL",7,3826,4.099999905,29,OR,more than $10B ,"10,000+",Computers and Electronics
100000-119999,110000,data_scientist,"AI, Data Mining, Machine Learning, Azure, Scala, R, SQL, Big Data, Java, Natural Language Processing, Confluence, Spark, Python, Jira",14,,,30,TX,,,
100000-119999,110000,data_scientist,"Pig, Hive, Machine Learning, Hadoop, R, Java, Big Data, Spark, Data Science, OOP, Python",11,33,3.900000095,30,IL,,,Telecommunications
100000-119999,110000,data_scientist,"TensorFlow, R, Marketing, SQL, MySQL, PostgreSQL, Python",7,108,3.599999905,27,IL,less than $1B ,"less than 10,000",Consulting and Business Services
100000-119999,110000,data_scientist,"Java, Machine Learning, SPSS, R, MATLAB, SAS, Python",7,399,3.900000095,6,LA,less than $1B ,"less than 10,000",Energy and Utilities
100000-119999,110000,data_scientist,"Java, Machine Learning, SPSS, R, MATLAB, SAS, Python",7,399,3.900000095,6,LA,less than $1B ,"less than 10,000",Energy and Utilities
100000-119999,110000,data_scientist,"Pig, Linux, AI, Hive, Data Mining, Machine Learning, Hadoop, Scala, R, SQL, Java, Spark, Data Analysis, Python, AWS",15,6415,4.099999905,20,NY,more than $10B ,"10,000+",Aerospace and Defense
100000-119999,110000,data_scientist,"Data Mining, Machine Learning",2,255,3.799999952,30,MA,$5B to $10B ,"less than 10,000",Insurance
100000-119999,110000,data_scientist,"Hive, Python, SQL, Tableau",4,129,4,18,CA,,,
100000-119999,110000,data_scientist,"Machine Learning, Hadoop, R, SAS, C/C++, SQL, Java, Big Data, Python",9,1031,3.900000095,30,MI,,"10,000+",Banks and Financial Services
100000-119999,110000,data_scientist,"AI, Machine Learning, Data Management",3,4683,4,30,DC,more than $10B ,"10,000+",Industrial Manufacturing
100000-119999,110000,data_scientist,Hadoop,1,3656,3.799999952,5,NY,more than $10B ,"10,000+",Insurance
100000-119999,110000,data_scientist,"Quantitative Analysis, Data Mining, Machine Learning, R, Kafka, Oracle, SQL, Teradata, Big Data, MySQL, MongoDB, Spark, NoSQL, Data Science, Python",15,1134,3.299999952,12,MO,$5B to $10B ,"less than 10,000",InsuranceHealth Care
100000-119999,110000,data_scientist,"Java, Machine Learning, Hadoop, R, Statisical Analysis, SAS, Python",7,262,3.700000048,30,NY,,,
100000-119999,110000,data_scientist,"Hive, Data Mining, Spark, Machine Learning, Scala, Python, SQL",7,94,3.599999905,30,OR,,,
100000-119999,110000,data_scientist,"Marketing, R, SAS, Digital Marketing, SQL, SPSS, Python",7,2380,3.599999905,30,TN,$5B to $10B ,"10,000+",Retail
100000-119999,110000,data_scientist,"Visual Basic, R, Excel, SQL, .Net, C#, GIS, Python",8,28,3.400000095,30,NY,,,
100000-119999,110000,data_scientist,"Splunk, Big Data, TS/SCI Clearance, Docker, Tableau",5,1733,3.900000095,30,FL,$5B to $10B ,"10,000+",Consulting and Business Services
100000-119999,110000,data_scientist,"Data Mining, Machine Learning, SDLC, R, SAS, SQL, Spark, NoSQL, Python",9,67,3.700000048,30,CO,,"less than 10,000",Banks and Financial Services
100000-119999,110000,data_scientist,"R, SAS, SQL, Microsoft Office, Tableau, STATA, Analysis Skills, SPSS, MATLAB, Data Science",10,56,2.900000095,30,NH,,,
100000-119999,110000,data_scientist,"Machine Learning, R, SQL, Big Data, Software Development, Python",6,,,27,NY,,,
100000-119999,110000,data_scientist,"Pig, Hive, Machine Learning, Hadoop, Weka, R, HBase, MySQL, MATLAB",9,157456,3.599999905,30,AR,more than $10B ,"10,000+",Retail
100000-119999,110000,data_scientist,"Experimental Design, Scripting, R, SAS, SQL, STATA, Facebook Advertising, SPSS, MATLAB, Python",10,387,4.199999809,19,CA,,"10,000+",Internet and Software
100000-119999,110000,data_scientist,"TensorFlow, Machine Learning, Scala, R, SQL, Tableau, Big Data, Cassandra, MongoDB, Spark, NoSQL, Python, AWS",13,194,4.400000095,30,FL,,"less than 10,000",Internet and Software
100000-119999,110000,data_scientist,"AI, Data Mining, Machine Learning, Hadoop, Azure, R, Scala, SQL, .Net, Natural Language Processing, Spark, C#, Data Analysis, Data Science, Python",15,5178,4.199999809,30,WA,more than $10B ,"10,000+",Internet and Software
100000-119999,110000,data_scientist,"Analysis Skills, Financial Modeling",2,183,3.400000095,30,MA,$1B to $5B ,"less than 10,000",Banks and Financial Services
100000-119999,110000,data_scientist,"Business Intelligence, Data Mining, Machine Learning, Business Analysis",4,55,4.199999809,30,PA,less than $1B ,"less than 10,000",Insurance
100000-119999,110000,data_scientist,"Natural Language Processing, Statistical Software, Machine Learning, Business Analysis",4,610,3.200000048,30,PA,,,Health Care
100000-119999,110000,data_scientist,"Machine Learning, PostGIS, Network, Hadoop, R, C/C++, SQL, ArcGIS, Spark, PostgreSQL, Python, GIS",12,411,4.300000191,30,MA,,,
100000-119999,110000,data_scientist,"TensorFlow, Machine Learning, Data Management, R, C/C++, JSON, STATA, AI, Data Mining, SAS, Image Processing, Tableau, Java, Data Science, Python, AWS",16,99,3.400000095,30,FL,more than $10B ,"less than 10,000",Energy and Utilities
100000-119999,110000,data_scientist,"Statistical Software, AI, Data Mining, Machine Learning, R, Statisical Analysis, SAS, Tableau, STATA, Alteryx, SPSS, Python",12,109,3.200000048,30,NJ,,,Insurance
100000-119999,110000,data_scientist,"Machine Learning, R",2,1601,4.199999809,14,MO,more than $10B ,"10,000+",Agriculture and Extraction
100000-119999,110000,data_scientist,"Natural Language Processing, Machine Learning, Python, SQL",4,,,30,NY,,,
100000-119999,110000,data_scientist,"TensorFlow, Data Mining, Machine Learning, Hadoop, R, Statisical Analysis, Sentiment Analytics, HBase, Tableau, Big Data, Spark, Python",12,457,3.299999952,30,TN,,,Health Care
100000-119999,110000,data_scientist,"Machine Learning, Hadoop, R, Marketing, SAS, Statisical Analysis, Tableau, Big Data, Java, SPSS, Management Consulting",11,2628,3.5,4,TX,more than $10B ,"10,000+",Consulting and Business Services
100000-119999,110000,data_scientist,"AI, Machine Learning, Hadoop, Scala, SAS, C/C++, SQL, Tableau, Java, Big Data, Splunk, Spark, Software Development, NoSQL, Python",15,417,3.900000095,15,FL,$1B to $5B ,"less than 10,000",Internet and Software
100000-119999,110000,data_scientist,"Machine Learning, Technical Writing, Network, R, SAS, SQL, Microsoft Office, Natural Language Processing, Python, Data Science",10,166,3.799999952,30,NJ,,,
100000-119999,110000,data_scientist,"TensorFlow, JavaScript, Machine Learning, Hadoop, R, SQL, HTML5, Tableau, Spark, Git, CSS, Data Science, Python",13,269,3.900000095,30,OH,$5B to $10B ,"less than 10,000",Food and Beverages
100000-119999,110000,data_scientist,"AI, Machine Learning, C/C++, .Net, Java, Natural Language Processing, C#, Python",8,5178,4.199999809,21,WA,more than $10B ,"10,000+",Internet and Software
100000-119999,110000,data_scientist,"AI, Data Mining, Machine Learning, Azure, Scala, R, SQL, Big Data, Java, Natural Language Processing, Confluence, Spark, Python, Jira",14,,,30,DC,,,
100000-119999,110000,data_scientist,"Hive, Machine Learning, Scripting, R, Perl, C/C++, SQL, Tableau, Java, Python, PHP",11,387,4.199999809,19,CA,,"10,000+",Internet and Software
100000-119999,110000,data_scientist,"TensorFlow, Linux, AI, Hadoop, R, Scala, C/C++, SQL, Tableau, Java, Spark, Python",12,4808,4.199999809,30,OH,more than $10B ,"10,000+",Consumer Goods and Services
100000-119999,110000,data_scientist,"Salesforce CRM, Hive, Hadoop, R, SQL, Data Warehouse, Informatica, Python",8,27,3.400000095,30,NJ,,,
100000-119999,110000,data_scientist,"Statistical Software, Microsoft SQL Server, Microsoft Powerpoint, Visual Basic, R, SAS, C/C++, Minitab, Excel, SQL, Java, STATA, MATLAB, Python",14,,,30,WA,,,
100000-119999,110000,data_scientist,"Data Mining, Machine Learning, Hadoop, C/C++, Tableau, Splunk, Java, Design Experience, Docker, Python",10,1733,3.900000095,21,MD,$5B to $10B ,"10,000+",Consulting and Business Services
100000-119999,110000,data_scientist,"MySQL, Hadoop, Weka, R, MATLAB, HBase",6,157456,3.599999905,30,AR,more than $10B ,"10,000+",Retail
100000-119999,110000,data_scientist,"R, Statisical Analysis, Python",3,8,3.5,30,NY,,,Banks and Financial Services
100000-119999,110000,data_scientist,"Natural Language Processing, Statistical Software, Machine Learning, Business Analysis",4,610,3.200000048,21,PA,,,Health Care
100000-119999,110000,data_scientist,"AI, Machine Learning, R, SAS, SQL, Big Data, Natural Language Processing, Spark, SPSS, Python",10,46,3.299999952,30,WI,,,Pharmaceuticals
100000-119999,110000,data_scientist,"TensorFlow, Data Mining, Machine Learning, Hadoop, Scala, SQL, Natural Language Processing, Spark, Python, Elasticsearch",10,2066,3.799999952,6,CA,,"10,000+",Consulting and Business Services
100000-119999,110000,data_scientist,"Big Data, Customer Segmentation, Machine Learning, R, SAS, Python, SQL",7,34,2.900000095,30,NC,,,Auto
100000-119999,110000,data_scientist,"Machine Learning, R, SAS, Data Science, Python, SQL",6,,,30,NC,,,
100000-119999,110000,data_scientist,"Natural Language Processing, Statistical Software, Machine Learning",3,610,3.200000048,21,PA,,,Health Care
100000-119999,110000,data_scientist,"PMP, Data Mining, R, Distributed Control Systems, Statisical Analysis, SQL, Spark, Python",8,252,3.700000048,30,CA,,"less than 10,000",Internet and Software
100000-119999,110000,data_scientist,"Hive, Microsoft SQL Server, Data Analysis, R, Python, SQL, Tableau",7,80,4,30,WA,less than $1B ,"less than 10,000",Real Estate
100000-119999,110000,data_scientist,"Natural Language Processing, Statistical Software, Machine Learning, SAS, SQL",5,610,3.200000048,30,PA,,,Health Care
100000-119999,110000,data_scientist,"Quantitative Analysis, Data Mining, Microsoft SQL Server, Machine Learning, R, SAP, SAS, Oracle, Teradata, MySQL, Data Science, DB2",12,1134,3.299999952,30,CA,$5B to $10B ,"less than 10,000",InsuranceHealth Care
100000-119999,110000,data_scientist,"Microsoft SQL Server, Machine Learning, SAS, SQL",4,3656,3.799999952,30,FL,more than $10B ,"10,000+",Insurance
100000-119999,110000,data_scientist,"Natural Language Processing, AI, R, SAS, SQL",5,1301,4.199999809,14,IN,$1B to $5B ,"10,000+",Pharmaceuticals
100000-119999,110000,data_scientist,"Data Mining, Machine Learning, Hadoop, C/C++, Tableau, Splunk, Java, MongoDB, Design Experience, Docker, Python",11,1733,3.900000095,21,MD,$5B to $10B ,"10,000+",Consulting and Business Services
100000-119999,110000,data_scientist,"Data Mining, Machine Learning, R, Design Experience, Python",5,,,30,TN,,,
100000-119999,110000,data_scientist,"R, SAS, SQL, Microsoft Office, Tableau, STATA, Analysis Skills, SPSS, MATLAB, Data Science",10,58,3.400000095,30,NH,less than $1B ,"less than 10,000",Education and Schools
100000-119999,110000,data_scientist,"R, MATLAB, SAS, Python",4,1445,3.599999905,18,NV,,"10,000+",Industrial Manufacturing
100000-119999,110000,data_scientist,"JavaScript, TensorFlow, Machine Learning, R, Google Cloud Platform, SQL, Tableau, Java, Python, AWS",10,1087,3.700000048,30,TX,$5B to $10B ,"10,000+",Media and News and Publishing
100000-119999,110000,data_scientist,"Microsoft SQL Server, Machine Learning, R, Digital Marketing, Marketing Mix Modeling, SQL, SPSS, Multichannel Marketing, AI, Marketing, SAS, Predictive Analytics, Data Warehouse",13,10,4.199999809,30,NY,,,
100000-119999,110000,data_scientist,"JavaScript, Linux, Machine Learning, Git, R, Python, C/C++, SQL",8,358,3.700000048,30,CA,$1B to $5B ,"less than 10,000",Media and News and Publishing
100000-119999,110000,data_scientist,"Statistical Software, Business Intelligence, Data Mining, Analysis Skills, Data Analysis, SAS, Business Analysis",7,360,3.799999952,30,MO,less than $1B ,"less than 10,000",Banks and Financial Services
100000-119999,110000,data_scientist,"AI, Machine Learning, R, SAS, SQL, Big Data, Natural Language Processing, Spark, SPSS, Python",10,46,3.299999952,30,WI,,,Pharmaceuticals
100000-119999,110000,data_scientist,"Data Mining, Machine Learning, R, Statisical Analysis, SAS, SQL, Tableau, Big Data, Python",9,,,30,DC,,,
100000-119999,110000,data_scientist,"TensorFlow, Machine Learning, R, Statisical Analysis, SQL, Tableau, Python",7,71,3.900000095,30,OH,,,
100000-119999,110000,data_scientist,"TensorFlow, Machine Learning, R, Statisical Analysis, SQL, Tableau, Python",7,71,3.900000095,30,OH,,,
100000-119999,110000,data_scientist,".Net, Natural Language Processing, AI, Data Mining, C#, Machine Learning",6,187,3.799999952,30,NJ,$5B to $10B ,"less than 10,000",Consulting and Business Services
100000-119999,110000,data_scientist,"TensorFlow, Machine Learning, Scripting, R, SQL, Spark, Data Science, Python, AWS",9,2788,4,9,CA,more than $10B ,"10,000+",Health Care
100000-119999,110000,data_scientist,"AI, Machine Learning, R, Python",4,2078,4.199999809,30,NJ,more than $10B ,"10,000+",Industrial Manufacturing
100000-119999,110000,data_scientist,"Microsoft Powerpoint, Marketing, R, SAS, C/C++, SQL, .Net, Microsoft Word, C#, Python",10,,,30,IL,,,
100000-119999,110000,data_scientist,"Data Mining, Python, Microsoft Office, SQL",4,647,4,4,CT,more than $10B ,"10,000+",Aerospace and Defense
100000-119999,110000,data_scientist,"Data Mining, Machine Learning, Technical Writing, R, Statisical Analysis, Java, Natural Language Processing, Software Development, MATLAB, Python",10,86,4.099999905,5,MD,,"less than 10,000",
100000-119999,110000,data_scientist,"Data Mining, Hadoop, R, Statisical Analysis, SAS, SQL, Teradata, Tableau, QlikView, Python",10,4811,4.199999809,30,MI,more than $10B ,"10,000+",Auto
100000-119999,110000,data_scientist,"Machine Learning, Weka, R, C/C++, .Net, Java, Natural Language Processing, Predictive Analytics, C#, Python",10,737,4,11,MD,,"10,000+",Health Care
100000-119999,110000,data_scientist,"Hive, Python, SQL, Tableau",4,1531,4,18,CA,,"10,000+",Internet and Software
100000-119999,110000,data_scientist,"Power BI, R, Digital Marketing, SQL, SPSS, Data Mining, Marketing, SAS, Tableau, Alteryx, Python",11,8,3.599999905,25,KS,,,
100000-119999,110000,data_scientist,"Hive, Data Mining, Spark, Machine Learning, R, Python, SQL, Teradata",8,645,3.599999905,30,IL,,"less than 10,000",Internet and Software
100000-119999,110000,data_scientist,"Statistical Software, Data Mining, Microsoft Powerpoint, Project Management, Scripting, R, Marketing, SAS, SQL, Excel, Continuous Improvement, Python",12,,,30,USA,,,
100000-119999,110000,data_scientist,"Hive, Microsoft SQL Server, Machine Learning, R, SQL, Software Development, Hadoop, Scala, Oracle, HBase, Teradata, Spark, Python",13,618,3.900000095,30,ID,more than $10B ,"10,000+",Computers and Electronics
100000-119999,110000,data_scientist,"Pig, Hive, Machine Learning, Microsoft Powerpoint, Hadoop, R, Scala, C/C++, SQL, Java, Spark, Docker, Python, AWS",14,417,3.900000095,30,CA,$1B to $5B ,"less than 10,000",Internet and Software
100000-119999,110000,data_scientist,"Linux, Hive, AI, Data Mining, Machine Learning, Hadoop, R, Kafka, SQL, Tableau, Java, S3, CI, Kubernetes, Docker, Python, AWS",17,4479,3.299999952,30,CO,more than $10B ,"10,000+",Media and News and Publishing
100000-119999,110000,data_scientist,"Machine Learning, R, Tableau, Splunk, Docker, Python, Data Science",7,1733,3.900000095,30,MD,$5B to $10B ,"10,000+",Consulting and Business Services
100000-119999,110000,data_scientist,"Hive, Machine Learning, Hadoop, R, Lean, SQL, Java, Big Data, Spark, Python, Signal Processing",11,276,3.599999905,30,NC,,,Industrial Manufacturing
100000-119999,110000,data_scientist,,0,,,30,IL,$5B to $10B ,"10,000+",Consumer Goods and Services
100000-119999,110000,data_scientist,"Data Mining, Machine Learning, R, SQL, Git, Python",6,107,3.599999905,30,UT,,,Banks and Financial Services
100000-119999,110000,data_scientist,"JavaScript, Microsoft SQL Server, Data Management, R, SDLC, Oracle, SQL, HTML5, Tableau, CSS, Web Development",11,4327,4,30,CA,more than $10B ,"10,000+",Aerospace and Defense
100000-119999,110000,data_scientist,"JavaScript, Data Mining, Machine Learning, XML, SQL, Tableau, Python",7,2065,3.599999905,30,CA,more than $10B ,"10,000+",Industrial Manufacturing
100000-119999,110000,data_scientist,Machine Learning,1,1479,3.799999952,21,WA,$1B to $5B ,"10,000+",Education and Schools
100000-119999,110000,data_scientist,"Data Mining, Machine Learning, R, SQL, Natural Language Processing, MySQL, MongoDB, Leadership Experience, Python, Data Science",10,56,3.700000048,30,OH,,,
100000-119999,110000,data_scientist,"Business Intelligence, Data Mining, Hadoop, R, Scala, C/C++, SQL, Tableau, Java, Python",10,,,19,TX,,,
100000-119999,110000,data_scientist,Python,1,4686,3.700000048,28,PA,more than $10B ,"10,000+",Health Care
100000-119999,110000,data_scientist,"Machine Learning, R, Scala, SAS, SQL, Big Data, Java, Spark, SPSS, MATLAB, Signal Processing, Python",12,23472,3.900000095,14,NC,,"10,000+",Consulting and Business Services
100000-119999,110000,data_scientist,"Pig, Hive, Data Mining, Machine Learning, Hadoop, R, SAS, SQL, Tableau, Troubleshooting, Python",11,7197,4,30,DC,,"10,000+",Consulting and Business Services
100000-119999,110000,data_scientist,"Pig, Hive, Data Mining, Machine Learning, Hadoop, R, SAS, SQL, Tableau, Troubleshooting, Python",11,7197,4,30,DC,,"10,000+",Consulting and Business Services
100000-119999,110000,data_scientist,"Data Mining, Machine Learning, R, Marketing, SAS, SQL, Python",7,96,4,30,HI,$1B to $5B ,"less than 10,000",Transport and Freight
100000-119999,110000,data_scientist,"Data Mining, SAS, Statisical Analysis, Data Warehouse",4,,,22,VA,,,
100000-119999,110000,data_scientist,"TensorFlow, Machine Learning, R, Statisical Analysis, SQL, Natural Language Processing, SPSS, Software Development, AI, Data Mining, Hadoop, SAS, Image Processing, Tableau, Spark, Git, NoSQL, Data Science, Python",19,107,4.300000191,30,CA,,,Consulting and Business Services
100000-119999,110000,data_scientist,"R, Oracle, SAS, SQL, Tableau, STATA, Python",7,34,3.700000048,30,TX,,,
100000-119999,110000,data_scientist,"R, Oracle, SAS, SQL, Tableau, STATA, Python",7,34,3.700000048,30,TX,,,
100000-119999,110000,data_scientist,"JavaScript, TensorFlow, Machine Learning, Hadoop, R, Azure, Sentiment Analytics, C/C++, SQL, .Net, Java, Splunk, C#, CSS, Python",15,5178,4.199999809,30,WA,more than $10B ,"10,000+",Internet and Software
100000-119999,110000,data_scientist,"Machine Learning, R, Python, SQL",4,45,3.700000048,21,MA,,,
100000-119999,110000,data_scientist,"Machine Learning, Statisical Analysis",2,3656,3.799999952,7,CT,more than $10B ,"10,000+",Insurance
100000-119999,110000,data_scientist,"Customer Segmentation, Data Mining, Machine Learning, R, SAS, SQL",6,14987,4,12,OH,more than $10B ,"10,000+",Consulting and Business Services
100000-119999,110000,data_scientist,"Embedded Software, CAD, R, Python",4,18,3.5,7,VA,,"less than 10,000",Government
100000-119999,110000,data_scientist,"TensorFlow, Akka, System Design, Machine Learning, Big Data, Splunk, Confluence, Kubernetes, CI, Leadership Experience, Jenkins, Jira, Hadoop, Scala, Kafka, ZooKeeper, Java, Spark, Git, Docker",20,21267,3.900000095,5,TX,more than $10B ,"10,000+",Telecommunications
100000-119999,110000,data_scientist,"TensorFlow, Linux, Hadoop, R, Scala, C/C++, SQL, Tableau, Java, Spark, Python",11,4808,4.199999809,30,OH,more than $10B ,"10,000+",Consumer Goods and Services
100000-119999,110000,data_scientist,"Data Mining, Machine Learning, R, SQL, SPSS, Data Analysis, MATLAB, Python",8,,,30,WA,,,
100000-119999,110000,data_scientist,"TensorFlow, Statistical Software, Data Mining, Machine Learning, R, SAS, C/C++, SQL, Tableau, Java, NoSQL, Doubleclick, Python",13,7,3.900000095,27,NY,,"less than 10,000",Consulting and Business Services
100000-119999,110000,data_scientist,"Statistical Software, Business Intelligence, AI, Data Mining, Microsoft Powerpoint, Machine Learning, Power BI, R, Statisical Analysis, SAS, Lean, SQL, Microsoft Office, Tableau, Microsoft Word, Six Sigma Certification, Python, Supply Chain Experience",18,438,3.200000048,30,MI,$5B to $10B ,"10,000+",Food and Beverages
100000-119999,110000,data_scientist,"Big Data, Spark, Machine Learning, Hadoop, R, Python",6,131,4.199999809,16,NE,,,Banks and Financial Services
100000-119999,110000,data_scientist,"Statistical Software, STATA, Quantitative Analysis, Microsoft Powerpoint, R, SAS, Python, SQL, Tableau",9,656,4,30,DC,more than $10B ,"10,000+",Banks and Financial Services
100000-119999,110000,data_scientist,"Microsoft SQL Server, Data Mining, Microsoft Powerpoint, Power BI, Oracle, Sentiment Analytics, SQL, Excel, Tableau",9,3947,3.400000095,30,FL,$1B to $5B ,"10,000+",
100000-119999,110000,data_scientist,"Hive, Microsoft SQL Server, Machine Learning, R, Statisical Analysis, C/C++, MySQL, Analysis Skills, AI, Quantitative Analysis, Data Mining, Hadoop, Scala, Service-Oriented Architecture, Java, MongoDB, Spark, Docker, Redis, Python",20,874,3.5,30,MN,more than $10B ,"10,000+",Transport and Freight
100000-119999,110000,data_scientist,"Machine Learning, R, Python",3,3,3,30,PA,,,
100000-119999,110000,data_scientist,"Java, ArcGIS, Quality Control, Python, GIS, SQL, Microsoft Access",7,3246,3.900000095,11,VA,more than $10B ,"10,000+",Aerospace and Defense
100000-119999,110000,data_scientist,"Java, Big Data, Data Mining, C/C++",4,675,3.5,30,CO,,,
100000-119999,110000,data_scientist,"PMP, Data Mining, R, Distributed Control Systems, Statisical Analysis, SQL, Spark, Python",8,157456,3.599999905,30,CA,more than $10B ,"10,000+",Retail
100000-119999,110000,data_scientist,"Spark, Machine Learning, Marketing, R, Digital Marketing, Python",6,511,3.299999952,30,NC,,"less than 10,000",Internet and Software
100000-119999,110000,data_scientist,"Machine Learning, R, Azure, SAS, SQL, Big Data, Natural Language Processing, Kubernetes, Docker, NoSQL, MATLAB, GIS, Python",13,16,4.099999905,9,NC,,,
100000-119999,110000,data_scientist,Machine Learning,1,1479,3.799999952,15,IL,$1B to $5B ,"10,000+",Education and Schools
100000-119999,110000,data_scientist,"Statistical Software, Data Mining, ICD-10, Hadoop, R, SAS, Statisical Analysis, SQL, Teradata, ICD-9",10,3293,3.700000048,30,NC,more than $10B ,"10,000+",Insurance
100000-119999,110000,data_scientist,"Conversion Optimization, R, SAS, SQL, Clinical Trials, Tableau",6,264,3.5,30,NC,,"10,000+",Health Care
100000-119999,110000,data_scientist,Microsoft Office,1,27,3.400000095,30,VA,,"less than 10,000",Consulting and Business Services
100000-119999,110000,data_scientist,"Data Mining, Machine Learning, R, Scala, Perl, CI/CD, Clojure, C/C++, Java, T-SQL, Git, Python, Jira",13,3182,3.5,30,KS,more than $10B ,"10,000+",Telecommunications
100000-119999,110000,data_scientist,"Project Management, Strategic Planning, Financial Modeling",3,10824,4,18,ID,more than $10B ,"10,000+",Computers and Electronics
100000-119999,110000,data_scientist,"TensorFlow, Predictive Analytics, Machine Learning, Learning Technology, Python",5,2581,3.799999952,7,WA,more than $10B ,"10,000+",Industrial Manufacturing
100000-119999,110000,data_scientist,Data Science,1,2705,3.900000095,4,IN,more than $10B ,"10,000+",Industrial Manufacturing
100000-119999,110000,data_scientist,,0,,,13,NM,,,
100000-119999,110000,data_scientist,"TensorFlow, Machine Learning, Azure, Google Cloud Platform, HTML5, SQL, Big Data, MySQL, Kubernetes, PostgreSQL, Responsive Web Design, CSS, Spring, JavaScript, Hadoop, Java, Cassandra, Angular, Spark, NoSQL",20,430,4.199999809,21,UT,,"10,000+",Education and Schools
100000-119999,110000,data_scientist,"Time Management, Machine Learning, Hadoop, R, SQL, Spark, Python, AWS",8,87,3.700000048,18,WI,,,
100000-119999,110000,data_scientist,"Statistical Software, Machine Learning, R, SQL, Data Analysis, MATLAB, Leadership Experience, Python",8,331,3.599999905,30,IL,,,Banks and Financial Services
100000-119999,110000,data_scientist,"Data Mining, Machine Learning, R, Scala, C/C++, Java, Python",7,3182,3.5,12,CO,more than $10B ,"10,000+",Telecommunications
100000-119999,110000,data_scientist,"Data Mining, Machine Learning, Google Cloud Platform, R, C/C++, SQL, .Net, S3, NoSQL, Python",10,1301,4.199999809,30,IN,$1B to $5B ,"10,000+",Pharmaceuticals
100000-119999,110000,data_scientist,Machine Learning,1,1479,3.799999952,16,IL,$1B to $5B ,"10,000+",Education and Schools
100000-119999,110000,data_scientist,"Hive, Machine Learning, Data Management, Hadoop, R, Python",6,3656,3.799999952,26,NY,more than $10B ,"10,000+",Insurance
100000-119999,110000,data_scientist,"Microsoft SQL Server, Machine Learning, Statisical Analysis, AI, Data Mining, SAS, Oracle, Teradata",8,649,3.700000048,30,PA,$1B to $5B ,"less than 10,000",Banks and Financial Services
100000-119999,110000,data_scientist,"Pig, Hive, Machine Learning, Microsoft Powerpoint, R, SAS, SQL, Microsoft Office, Predictive Analytics, Spark, Visio, MATLAB, Python",13,14,4.099999905,30,DC,,"less than 10,000",Aerospace and Defense
100000-119999,110000,data_scientist,"Linux, Microsoft SQL Server, Machine Learning, R, SQL, T-SQL, PL/SQL, C#, OOP, Data Mining, Hadoop, Visual Basic, Oracle, SAS, Teradata, Tableau, .Net, Java, SharePoint, Spark",20,3301,3.299999952,12,MO,more than $10B ,"10,000+",Health Care
100000-119999,110000,data_scientist,"Machine Learning, Experimental Design, R, SQL, Big Data, Spark, Python",7,2,3.5,30,IL,,,
100000-119999,110000,data_scientist,"Java, Natural Language Processing, Data Mining, REST, Scala, GraphQL, Python",7,,,13,TX,,,
100000-119999,110000,data_scientist,"TensorFlow, Machine Learning, R, Sentiment Analytics, SQL, JSON, STATA, Natural Language Processing, MATLAB, SAS, Spark, Data Science, Python, Elasticsearch",14,,,30,NY,,,
100000-119999,110000,data_scientist,"Machine Learning, Hadoop, Spark, Software Development",4,86,4.099999905,9,MD,,"less than 10,000",
100000-119999,110000,data_scientist,"Microsoft Word, Microsoft Powerpoint, R, GIS",4,,,29,DC,,,
100000-119999,110000,data_scientist,Machine Learning,1,1479,3.799999952,30,WA,$1B to $5B ,"10,000+",Education and Schools
100000-119999,110000,data_scientist,"Machine Learning, Power BI, R, SQL, Natural Language Processing, Data Mining, Microsoft Office, Tableau, MongoDB, QlikView, Python",11,75,4.099999905,25,VA,,,
100000-119999,110000,data_scientist,"Machine Learning, Hadoop, Natural Language Processing, Spark, Software Development",5,86,4.099999905,9,MD,,"less than 10,000",
100000-119999,110000,data_scientist,"JavaScript, Microsoft SQL Server, Data Management, R, SDLC, Oracle, SQL, HTML5, Tableau, CSS, Web Development",11,4327,4,30,CA,more than $10B ,"10,000+",Aerospace and Defense
100000-119999,110000,data_scientist,"Linux, Red Hat Enterprise Linux, Hadoop, Kafka, C/C++, Ubuntu, HBase, Apache, Big Data, Java, CentOS, Spark, Design Experience",13,1733,3.900000095,26,VA,$5B to $10B ,"10,000+",Consulting and Business Services
100000-119999,110000,data_scientist,"JavaScript, Machine Learning, XML, Hadoop, R, SQL, HTML5, Spark, Shell Scripting, CSS, Python, AWS",12,8,3,1,NY,,,
100000-119999,110000,data_scientist,"Data Mining, Machine Learning, R, Scala, Perl, CI/CD, C/C++, Java, Data Analysis, Python",10,3182,3.5,27,CO,more than $10B ,"10,000+",Telecommunications
100000-119999,110000,data_scientist,"TensorFlow, Linux, AI, Hive, Machine Learning, Hadoop, R, Perl, Azure, C/C++, Tableau, Splunk, Java, Shell Scripting, Python, AWS",16,952,3.900000095,30,AZ,,"10,000+",Banks and Financial Services
100000-119999,110000,data_scientist,"Java, Natural Language Processing, Data Mining, REST, Scala, GraphQL, Python",7,,,13,TX,,,
