Salary1,Salary2,Job_Type,Skill,No_of_Skills,No_of_Reviews,No_of_Stars,Date_Since_Posted,Location,Revenue,Employees,Industry
more than160000,160000,data_analyst,"Hadoop, R, SAS, Python, SQL, Tableau",6,18,4.099999905,14,CA,,"less than 10,000",Consulting and Business Services
more than160000,160000,data_analyst,"Performance Marketing, R, SAS, Python, SQL",5,6,4.800000191,30,TN,,"less than 10,000",Consulting and Business Services
more than160000,160000,data_analyst,"Machine Learning, SAP",2,1792,4.300000191,15,WA,more than $10B ,"10,000+",Internet and Software
more than160000,160000,data_analyst,,0,6,4.800000191,30,NY,,"less than 10,000",Consulting and Business Services
more than160000,160000,data_analyst,Regulatory Reporting,1,2068,3.5,20,MA,more than $10B ,"10,000+",Banks and Financial Services
more than160000,160000,data_analyst,"Performance Marketing, R, SAS, Python, SQL",5,6,4.800000191,30,TX,,"less than 10,000",Consulting and Business Services
more than160000,160000,data_analyst,"Microsoft Word, Microsoft Powerpoint, Microsoft Office, Tableau",4,6,4.800000191,30,CA,,"less than 10,000",Consulting and Business Services
more than160000,160000,data_analyst,Accounting,1,1662,4.199999809,30,NY,,"10,000+",Health Care
more than160000,160000,data_analyst,"Performance Marketing, R, SAS, Python, SQL",5,6,4.800000191,30,NY,,"less than 10,000",Consulting and Business Services
more than160000,160000,data_analyst,"Machine Learning, SDLC",2,948,4.099999905,11,CA,$1B to $5B ,"10,000+",Banks and Financial Services
more than160000,160000,data_analyst,"Microsoft Word, Microsoft Powerpoint, Microsoft Office, Tableau",4,6,4.800000191,30,CA,,"less than 10,000",Consulting and Business Services
more than160000,160000,data_analyst,"Java, Big Data, Spark, Hadoop, Scala, Python, SQL, Tableau",8,35,4.300000191,30,NY,,"less than 10,000",Internet and Software
more than160000,160000,data_analyst,"R, Python, SQL",3,6,3.700000048,30,CA,,,
more than160000,160000,data_analyst,Machine Learning,1,14987,4,15,TX,more than $10B ,"10,000+",Consulting and Business Services
more than160000,160000,data_analyst,"Hive, Machine Learning, Hadoop, R, Python, SQL",6,6,4.800000191,30,NY,,"less than 10,000",Consulting and Business Services
more than160000,160000,data_analyst,"Data Mining, Spark, Microsoft Powerpoint, Python, SQL",5,157475,3.599999905,30,CA,more than $10B ,"10,000+",Retail
more than160000,160000,data_analyst,"Hive, Data Mining, Hadoop, R, SAS, SQL, Big Data, Spark, Data Warehouse",9,21159,3.900000095,30,OH,more than $10B ,"10,000+",Banks and Financial Services
more than160000,160000,data_analyst,"R, Big Data, Data Analysis, Data Mining, Microsoft Powerpoint, Hadoop, SAS, Spark, Python",9,514,3.700000048,30,TX,$1B to $5B ,"less than 10,000",Auto
more than160000,160000,data_analyst,"Quantitative Analysis, Sales Experience, Project Management, Management Consulting, Management Experience",5,6791,4,18,VA,more than $10B ,"10,000+",Banks and Financial Services
more than160000,160000,data_analyst,Leadership Experience,1,7,4.099999905,30,MA,,"less than 10,000",Internet and Software
more than160000,160000,data_analyst,"Performance Marketing, Marketing, Marketing Mix Modeling",3,15,3.799999952,30,IL,,,
more than160000,160000,data_analyst,,0,4,2.299999952,26,GA,,,
more than160000,160000,data_analyst,"R, SAS, SQL",3,6,4.800000191,30,NY,,"less than 10,000",Consulting and Business Services
more than160000,160000,data_analyst,"R, Data Science, Python, SQL",4,6,4.800000191,30,CA,,"less than 10,000",Consulting and Business Services
more than160000,160000,data_analyst,"Project Management, SAS, Tableau, QlikView, Leadership Experience",5,3165,4.099999905,30,MA,more than $10B ,"10,000+",Pharmaceuticals
more than160000,160000,data_analyst,Machine Learning,1,14988,4,30,NY,more than $10B ,"10,000+",Consulting and Business Services
more than160000,160000,data_analyst,"R, SAS",2,3195,4.199999809,30,PA,more than $10B ,"10,000+",Pharmaceuticals
more than160000,160000,data_analyst,"Database Marketing, Machine Learning, Hadoop, Azure, Spark, Design Experience, AWS",7,4,4.5,30,CA,,,
more than160000,160000,data_analyst,"SAS, Microsoft Access, Management Consulting",3,21159,3.900000095,12,NJ,more than $10B ,"10,000+",Banks and Financial Services
more than160000,160000,data_analyst,"R, SQL, Confluence, Design Experience, Python",5,11,4.5,28,CA,,"less than 10,000",Internet and Software
more than160000,160000,data_analyst,Business Intelligence,1,8,4.5,30,IN,,,Human Resources and Staffing
more than160000,160000,data_analyst,"SQL, Tableau",2,,,11,NY,,,
more than160000,160000,data_analyst,"SAS, Microsoft Access, Management Consulting",3,21159,3.900000095,12,DE,more than $10B ,"10,000+",Banks and Financial Services
more than160000,160000,data_analyst,"Management Consulting, Data Analysis",2,14988,4,30,GA,more than $10B ,"10,000+",Consulting and Business Services
more than160000,160000,data_analyst,"Management Consulting, Data Analysis",2,14988,4,30,NY,more than $10B ,"10,000+",Consulting and Business Services
more than160000,160000,data_analyst,"Design Experience, Management Consulting",2,14988,4,,NJ,,,
more than160000,160000,data_analyst,"Management Consulting, Data Analysis",2,14988,4,30,CA,more than $10B ,"10,000+",Consulting and Business Services
more than160000,160000,data_analyst,"Machine Learning, R, C/C++, Natural Language Processing, SPSS, Visual Basic, Hadoop, SAS, Java, Spark, Data Warehouse, NoSQL, Python",13,23477,3.900000095,30,DC,,"10,000+",Consulting and Business Services
more than160000,160000,data_analyst,"BC/BE, Pharmacy Residency, R, Excel, SQL, Python",6,411,4.300000191,30,NY,,,
more than160000,160000,data_analyst,"PMP, CSSLP, Data Mining, Certified Project Manager, Machine Learning, CPA, SAP, Oracle, CISSP, MCSD, Enrolled Agent, Six Sigma Certification, UX, MCSE",14,5988,4,30,NY,more than $10B ,"10,000+",Insurance
more than160000,160000,data_analyst,"Data Warehouse, R, MATLAB, SAS, Python, SQL, Tableau",7,588,3.299999952,8,CA,,,Internet and Software
more than160000,160000,data_analyst,"Java, Visual Basic, Perl, Oracle, Python, SQL, Sybase",7,6,4.199999809,19,CA,,,
more than160000,160000,data_analyst,"Microsoft Powerpoint, R, SQL, STATA, SPSS, Python",6,2,2.5,9,NY,,,
more than160000,160000,data_analyst,Public Speaking,1,,,8,NY,,,
more than160000,160000,data_analyst,Sales Experience,1,,,,NY,,,
more than160000,160000,data_analyst,"Scripting, Leadership Experience, AWS",3,,,,WA,,,
more than160000,160000,data_analyst,AWS,1,,,,OR,,,
less than80000,80000,data_engineer,"ArcGIS, Shell Scripting, GIS, Python, SQL",5,10078,4,1,FL,$5B to $10B ,"10,000+",Restaurants and Travel and Leisure
less than80000,80000,data_engineer,"T-SQL, R, SQL",3,53,4.300000191,30,NY,less than $1B ,"less than 10,000",Restaurants and Travel and Leisure
less than80000,80000,data_engineer,"R, SQL",2,11,3.5,4,IA,less than $1B ,"less than 10,000",Insurance
less than80000,80000,data_engineer,"T-SQL, MongoDB, Microsoft SQL Server, Scripting, Shell Scripting, NoSQL, Azure, SQL, Excel",9,21,3.799999952,1,NJ,,,Education and Schools
less than80000,80000,data_engineer,"Machine Learning, Java, Python",3,1447,3.5,19,WI,$5B to $10B ,"10,000+",Banks and Financial Services
less than80000,80000,data_engineer,"Machine Learning, R, Python, SQL, AWS",5,3,4.300000191,23,MA,,,
less than80000,80000,data_engineer,"JavaScript, Linux, PostGIS, SQL, Git, PostgreSQL, Shell Scripting, Python",8,3,3.299999952,30,NY,,,Government
less than80000,80000,data_engineer,"Linux, SDLC, SAS, Oracle, SQL, Microsoft Access, ITIL, Java, PL/SQL, Data Warehouse, Software Development",11,205,3.599999905,12,NC,,,Government
less than80000,80000,data_engineer,,0,2057,4,30,SC,,"10,000+",Auto
less than80000,80000,data_engineer,"Microsoft SQL Server, Epic, SAP, C/C++, Tableau, .Net, Java, T-SQL, C#, Data Warehouse, QlikView, Informatica, REST, OOP",14,287,4.099999905,13,KS,$1B to $5B ,"less than 10,000",Health Care
less than80000,80000,data_engineer,"Microsoft SQL Server, CI/CD, Data Warehouse, Git, OOP",5,874,3.5,20,MN,more than $10B ,"10,000+",Transport and Freight
less than80000,80000,data_engineer,"Machine Learning, R, Python, SQL, AWS",5,1208,3.700000048,21,MA,,,
less than80000,80000,data_engineer,"JavaScript, Linux, Conversion Optimization, SQL, Excel, Big Data, Martech, Data Warehouse, Git, Software Development, PostgreSQL, Python",12,,,20,,,,
less than80000,80000,data_engineer,"Business Intelligence, Microsoft SQL Server, SQL, Excel, Tableau, T-SQL",6,158,3.599999905,30,CA,less than $1B ,"less than 10,000",Health Care
less than80000,80000,data_engineer,MATLAB,1,46,4.5,6,FL,,"less than 10,000",Aerospace and Defense
less than80000,80000,data_engineer,"Linux, Scala, Kafka, SQL, Apache, Java, Big Data, Spark, Kubernetes, Docker, NoSQL, Data Science, Python",13,21,3,30,KY,,"less than 10,000",Energy and Utilities
less than80000,80000,data_engineer,"Data Mining, R, Python, Excel",4,,,1,,,,
less than80000,80000,data_engineer,"Machine Learning, Microsoft Office, Java, Python",4,1447,3.5,19,WI,$5B to $10B ,"10,000+",Banks and Financial Services
less than80000,80000,data_engineer,"Kanban, Spark, Git, R, Python, Jenkins",6,87,3.700000048,30,IN,,,
less than80000,80000,data_engineer,"Java, JavaScript, R, Operations Research, C/C++, Python",6,4808,4.199999809,30,OH,more than $10B ,"10,000+",Consumer Goods and Services
less than80000,80000,data_engineer,"Business Intelligence, Design Patterns, Microsoft SQL Server, SQL, Excel, Tableau, T-SQL",7,158,3.599999905,30,CA,less than $1B ,"less than 10,000",Health Care
less than80000,80000,data_engineer,"Machine Learning, Hadoop, Azure, SQL, Tableau, Alteryx, Spark, Troubleshooting, Data Warehouse, Informatica, Python",11,302,4.099999905,8,CA,$1B to $5B ,"less than 10,000",Banks and Financial Services
less than80000,80000,data_engineer,"Microsoft Powerpoint, SAP, Statisical Analysis, Minitab, SharePoint, Analysis Skills, Quality Management",7,443,3.700000048,20,IN,$1B to $5B ,"less than 10,000",Health Care
less than80000,80000,data_engineer,"Microsoft SQL Server, Machine Learning, Azure, Kafka, SAS, IT Experience, SQL, Tableau, ITIL, T-SQL, PL/SQL, Data Warehouse, QlikView, Informatica, NoSQL, Data Analysis",16,1048,3.700000048,4,FL,,,Health Care
less than80000,80000,data_engineer,"Big Data, MySQL, Microsoft SQL Server, Software Development, PostgreSQL",5,1733,3.900000095,13,VA,$5B to $10B ,"10,000+",Consulting and Business Services
less than80000,80000,data_engineer,Visual Basic,1,65,4,20,CT,,"less than 10,000",Human Resources and Staffing
less than80000,80000,data_engineer,"Microsoft SQL Server, Machine Learning, Azure, Kafka, SAS, IT Experience, SQL, Tableau, ITIL, T-SQL, PL/SQL, Data Warehouse, QlikView, Informatica, NoSQL, Data Analysis",16,1048,3.700000048,4,FL,,,Health Care
80000-99999,90000,data_engineer,"InVision, MySQL, MongoDB, Design Experience, Kafka",5,,,1,,,,
80000-99999,90000,data_engineer,,0,,,14,,,,
80000-99999,90000,data_engineer,"Linux, Microsoft SQL Server, Scripting, Google Cloud Platform, Azure, Oracle, SQL, Kubernetes, Data Warehouse, Design Experience, Docker, PostgreSQL, Shell Scripting",13,3246,3.799999952,3,IA,$5B to $10B ,"10,000+",Retail
80000-99999,90000,data_engineer,"3G, MPLS, OSPF, Routing Protocols, Network, JNCIA, Microsoft Office, Juniper, BGP, 4G/LTE, TCP/IP, TCP",12,30,3.299999952,2,CO,less than $1B ,"less than 10,000",Telecommunications
80000-99999,90000,data_engineer,".Net, Visual Studio, Microsoft SQL Server, C#, SQL, Microsoft Office",6,10,3.200000048,1,NH,,,
80000-99999,90000,data_engineer,"Ruby, Scripting, Perl, Python, SQL",5,778,3.700000048,13,PA,,,
80000-99999,90000,data_engineer,"SAS, SQL, Teradata",3,10492,4,6,CA,$5B to $10B ,"10,000+",Internet and Software
80000-99999,90000,data_engineer,"Microsoft SQL Server, CI/CD, SQL, Tableau, .Net, T-SQL, MongoDB, C#, Git, Python",10,321,4.199999809,5,IL,$1B to $5B ,"less than 10,000",Media and News and Publishing
80000-99999,90000,data_engineer,"Business Intelligence, Microsoft SQL Server, Oracle, SQL, Tableau, Teradata, Data Warehouse, QlikView",8,15,4.5,29,NC,less than $1B ,"less than 10,000",Consulting and Business Services
80000-99999,90000,data_engineer,"Hadoop, SQL, Big Data, Data Warehouse, Python, AWS",6,4,3.799999952,19,NC,less than $1B ,"less than 10,000",Internet and Software
80000-99999,90000,data_engineer,"Shell Scripting, Python, SQL, Tableau",4,92,4.199999809,25,CA,,,
80000-99999,90000,data_engineer,"Linux, Microsoft SQL Server, Machine Learning, R, Oracle, Lean, SQL, Java, REST, Python",10,,,26,,,,
80000-99999,90000,data_engineer,"Data Warehouse, Design Experience, Informatica, Hadoop, Scripting, Azure, Google Cloud Platform, Python, SQL, AWS, Teradata",11,757,3.599999905,8,CO,more than $10B ,"10,000+",Computers and Electronics
80000-99999,90000,data_engineer,"Java, Ruby, R, Python, SQL",5,,,30,,,,
80000-99999,90000,data_engineer,Hadoop,1,262,3.700000048,14,TX,$5B to $10B ,"less than 10,000",Energy and Utilities
80000-99999,90000,data_engineer,Hadoop,1,9,3.799999952,14,TX,,,
80000-99999,90000,data_engineer,"Business Intelligence, Microsoft SQL Server, Kafka, SDLC, SQL, Tableau, Java, Informatica",8,258,3.400000095,1,WI,$1B to $5B ,"less than 10,000",Insurance
80000-99999,90000,data_engineer,"Microsoft SQL Server, Technical Writing, Change Management, SQL, Microsoft Office, Data Warehouse",6,,,23,,,,
80000-99999,90000,data_engineer,"Linux, Hadoop, SQL, Data Warehouse, Kubernetes, Docker, Python",7,65,3.900000095,11,MI,more than $10B ,"10,000+",Computers and Electronics
80000-99999,90000,data_engineer,"Git, SQL",2,,,30,,,,
80000-99999,90000,data_engineer,"Microsoft SQL Server, Oracle, IT Experience, SQL, .Net, Java, MySQL, C#, PostgreSQL, OOP, CCDA",11,3,3.299999952,6,NJ,,,
80000-99999,90000,data_engineer,"SQL, AWS",2,,,23,,,,
80000-99999,90000,data_engineer,"Cisco Routers, CompTIA Security+, Juniper, CCNA Security, CCNA, Microsoft Powerpoint, VMWare, Network, SSCP, SharePoint, Troubleshooting, Visio, GSEC",13,18,4.599999905,1,GA,,,
80000-99999,90000,data_engineer,"Spark, Machine Learning, Hadoop, R, Scala, Python, SQL, Tableau",8,,,8,,,,
80000-99999,90000,data_engineer,"Unit Testing, Azure, Software Testing, Python, SQL, AWS",6,166,3.799999952,3,MA,,,
80000-99999,90000,data_engineer,"Ruby, Go, Google Cloud Platform, Scala, CI/CD, Apache, Java, Spark, DNS, NoSQL, Shell Scripting, Python",12,,,30,,$5B to $10B ,"10,000+",Restaurants and Travel and Leisure
80000-99999,90000,data_engineer,"Microsoft SQL Server, SQL, Big Data, T-SQL, Control-M, Data Warehouse, Informatica",7,601,3.400000095,5,TX,$1B to $5B ,"less than 10,000",Banks and Financial Services
80000-99999,90000,data_engineer,"Project Planning, Microsoft SQL Server, Data Warehouse, SQL",4,2722,3.599999905,30,OH,more than $10B ,"10,000+",Health Care
80000-99999,90000,data_engineer,"T-SQL, PL/SQL, Microsoft Word, Database Administration, Microsoft SQL Server, PaaS, Microsoft Powerpoint, Visio, Oracle, SQL",10,1137,3.5,30,FL,,"10,000+",Retail
80000-99999,90000,data_engineer,"Big Data, Spark, Power BI, Azure, R, Python",6,,,11,,,,
80000-99999,90000,data_engineer,"S3, PostgreSQL, Kafka, Python, AWS",5,,,13,,,,
80000-99999,90000,data_engineer,".Net, Visual Studio, Microsoft SQL Server, C#, Data Warehouse, SPSS, R, SAS, SQL, Microsoft Office",10,10,3.200000048,1,NH,,,
80000-99999,90000,data_engineer,"Spark, Git, Docker, Python, SQL",5,,,30,,,,
80000-99999,90000,data_engineer,"JavaScript, Linux, Conversion Optimization, SQL, Excel, Big Data, Martech, Data Warehouse, Git, Software Development, PostgreSQL, Python",12,,,20,,,,
80000-99999,90000,data_engineer,"Pig, Hive, Hadoop, Java, Cassandra, MySQL, NoSQL, Shell Scripting, Python",9,3656,3.799999952,30,MA,more than $10B ,"10,000+",Insurance
80000-99999,90000,data_engineer,"Microsoft SQL Server, SAP, SQL",3,14,3.599999905,9,TN,,,
80000-99999,90000,data_engineer,"JavaScript, Python",2,,,30,,,,
80000-99999,90000,data_engineer,"Microsoft SQL Server, XML, Azure, DynamoDB, SQL, JSON, MySQL, Confluence, C#, Informatica, PostgreSQL, Jira, JavaScript, SDLC, Oracle, .Net, Java, Alteryx, MongoDB, Data Warehouse",20,,,19,,,,
80000-99999,90000,data_engineer,"System Design, Data Analysis, NoSQL, PostgreSQL, Project Management, R, Python, SQL",8,78,3.700000048,30,CO,,,Government
80000-99999,90000,data_engineer,"Hive, Data Warehouse, Hadoop, SQL",4,642,3.700000048,30,CA,,"10,000+",Internet and Software
80000-99999,90000,data_engineer,"Linux, Hive, Scala, SQL, Tableau, Big Data, MySQL, Martech, Spark, Python",10,,,30,,$1B to $5B ,"10,000+",Consulting and Business Services
80000-99999,90000,data_engineer,"Big Data, Business Intelligence, Design Experience, Hadoop, SDLC, Military Experience, RMF",7,4966,3.700000048,12,OH,more than $10B ,"10,000+",Banks and Financial Services
80000-99999,90000,data_engineer,"ERP Systems, Data Analysis, Project Management",3,201,3.900000095,30,AL,,,Industrial Manufacturing
80000-99999,90000,data_engineer,"Business Intelligence, Identity And Access Management, Hadoop, Oracle, SAS, SQL, Tableau, Data Warehouse, Git, Docker, PostgreSQL, Jenkins, AWS",13,469,4.400000095,7,VA,,,Education and Schools
80000-99999,90000,data_engineer,"Business Intelligence, Hive, Hadoop, SQL, Java, Docker, NoSQL, Python, PHP",9,,,26,,,,
80000-99999,90000,data_engineer,"Ruby, R, SQL, Tableau, Analysis Skills, Git, PostgreSQL, Python, AWS",9,21,3.400000095,28,GA,,,Banks and Financial Services
80000-99999,90000,data_engineer,"MPLS, Load Balancing, Software Development",3,2066,3.799999952,4,,,"10,000+",Consulting and Business Services
80000-99999,90000,data_engineer,"Linux, Hive, Scala, SQL, Tableau, Big Data, MySQL, Martech, Spark, Python",10,7,4,30,CO,,,
80000-99999,90000,data_engineer,"Microsoft SQL Server, Scripting, Oracle, SQL, Teradata, Tableau, Spark, Git, Python, Jenkins, AWS",11,2,5,11,OR,,,
80000-99999,90000,data_engineer,"Linux, Microsoft SQL Server, R, Oracle, SQL, Git, Python",7,662,3.400000095,30,VA,less than $1B ,"less than 10,000",Banks and Financial Services
80000-99999,90000,data_engineer,"Perl, C/C++, SQL, Java, .Net, PL/SQL, Analysis Skills, C#, Data Warehouse, OOP, Python, PHP",12,,,30,,,,
80000-99999,90000,data_engineer,"JavaScript, Design Patterns, Microsoft SQL Server, Ruby, Pentaho, Oracle, SQL, Java, PL/SQL, Cassandra, PostgreSQL, NoSQL, SVN",13,,,16,,,,
80000-99999,90000,data_engineer,"Microsoft SQL Server, Power BI, R, Azure, Oracle, SQL, Alteryx, Data Warehouse, Design Experience",9,43,3.700000048,30,MI,,,Banks and Financial Services
80000-99999,90000,data_engineer,"Microsoft SQL Server, Machine Learning, Data Warehouse, Design Experience, SQL",5,,,30,,,,
80000-99999,90000,data_engineer,"Java, Spring, Predictive Analytics, S3, Machine Learning, PostgreSQL, Python, SQL, Apache, AWS",10,,,27,,,,
80000-99999,90000,data_engineer,,0,78,3.299999952,28,IN,,"less than 10,000",Health Care
80000-99999,90000,data_engineer,"Perl, C/C++, SQL, Java, .Net, PL/SQL, Analysis Skills, C#, Data Warehouse, OOP, Python, PHP",12,,,30,,,,
80000-99999,90000,data_engineer,SAP,1,139,3.900000095,30,TX,,,
80000-99999,90000,data_engineer,SAP,1,139,3.900000095,30,TX,,,
80000-99999,90000,data_engineer,"Big Data, Business Intelligence, Design Experience, Hadoop, SDLC, Military Experience, RMF",7,4966,3.700000048,12,PA,more than $10B ,"10,000+",Banks and Financial Services
80000-99999,90000,data_engineer,"Linux, Machine Learning, SQL, Java, MySQL, Python",6,3484,3.299999952,5,MI,$1B to $5B ,"10,000+",Transport and Freight
80000-99999,90000,data_engineer,"Microsoft SQL Server, Machine Learning, Hadoop, Java, .Net, Big Data, Cassandra, MongoDB, C#, NoSQL, PostgreSQL, Python",12,5,3.599999905,19,VA,,,
80000-99999,90000,data_engineer,"Machine Learning, Hadoop, R, SQL, Big Data, Visual Studio, Spark, NoSQL, Python",9,131,4.199999809,16,NE,,,Banks and Financial Services
80000-99999,90000,data_engineer,"SQL, S3, Design Experience, Informatica, Unit Testing, Python, AWS",7,81,3.599999905,17,ME,,,
80000-99999,90000,data_engineer,"Statistical Software, Selenium, R, C/C++, SQL, T-SQL, MATLAB, Python",8,,,26,,,,
80000-99999,90000,data_engineer,"Microsoft SQL Server, CI/CD, Data Warehouse, Git, OOP",5,874,3.5,20,MN,more than $10B ,"10,000+",Transport and Freight
80000-99999,90000,data_engineer,"Linux, XML, SQL, Java, Big Data, Git, Software Development, NoSQL, SVN",9,,,19,,,,
80000-99999,90000,data_engineer,"Business Intelligence, Scripting, R, SAS, SQL, Tableau, S3, Python, AWS",9,910,3.599999905,30,WI,,"less than 10,000",Restaurants and Travel and Leisure
80000-99999,90000,data_engineer,"PeopleSoft, Database Administration, Visual Basic, R, SQL, Tableau, Microsoft Access, Analysis Skills, Python",9,1341,3.900000095,12,NC,,,
80000-99999,90000,data_engineer,"Big Data, T-SQL, Business Intelligence, Microsoft SQL Server, Design Experience, SDLC, Military Experience, RMF",8,4966,3.700000048,30,KS,more than $10B ,"10,000+",Banks and Financial Services
80000-99999,90000,data_engineer,"JavaScript, Microsoft SQL Server, XML, SQL, JSON, .Net, Java, C#, REST, Python",10,23,4.300000191,30,ME,less than $1B ,"less than 10,000",Banks and Financial Services
80000-99999,90000,data_engineer,"Microsoft SQL Server, SQL, .Net, C#, Data Warehouse, Data Analysis, Python",7,14988,4,13,VA,more than $10B ,"10,000+",Consulting and Business Services
80000-99999,90000,data_engineer,"Java, JavaScript, R, Operations Research, C/C++, Python",6,4808,4.199999809,30,OH,more than $10B ,"10,000+",Consumer Goods and Services
80000-99999,90000,data_engineer,"Design Patterns, Python, SQL, Tableau",4,,,30,,,,
80000-99999,90000,data_engineer,"PeopleSoft, Database Administration, Visual Basic, R, SQL, Tableau, Microsoft Access, Analysis Skills, Python",9,1341,3.900000095,12,NC,,,
80000-99999,90000,data_engineer,"MCSA, Microsoft SQL Server, TFS, MCTS, Network, .Net, T-SQL, MCITP, C#, Microsoft Windows Server, TCP/IP, TCP",12,3484,3.299999952,5,GA,$1B to $5B ,"10,000+",Transport and Freight
80000-99999,90000,data_engineer,"Microsoft Powerpoint, MATLAB, Programmable Logic Controllers, Excel",4,21,4.199999809,30,OH,,,
80000-99999,90000,data_engineer,"System Design, Database Administration, Microsoft SQL Server, Scripting, SQL, T-SQL, Data Warehouse, Design Experience",8,27,3.599999905,30,CT,,,
80000-99999,90000,data_engineer,"Hive, Data Management, Hadoop, Azure, Kafka, Scala, Oracle, HBase, SQL, Teradata, Tableau, Java, Cassandra, Spark, Design Experience, Informatica, NoSQL, Python, AWS, DB2",20,14988,4,,AZ,,,
80000-99999,90000,data_engineer,"SDLC, Oracle, Java, Node.js, Big Data, Cassandra, Spark, CI, Design Experience, Software Development, NoSQL, PostgreSQL",12,6037,4.199999809,30,FL,more than $10B ,"10,000+",Banks and Financial Services
80000-99999,90000,data_engineer,"Pig, Hive, Hadoop, Oracle, SQL, HBase, Java, MySQL, Cassandra, MongoDB, Git, Informatica, NoSQL, Python",14,66,3.799999952,30,CT,,,Insurance
80000-99999,90000,data_engineer,"Hive, Microsoft SQL Server, Big Data, T-SQL, C#, TFS, Hadoop, SAS, Tableau, Java, .Net, FTP, SharePoint, Data Warehouse",14,47,3.700000048,30,NV,more than $10B ,"10,000+",Restaurants and Travel and Leisure
80000-99999,90000,data_engineer,"Hive, Database Administration, Hadoop, SAS, Oracle, SQL, Teradata, Spark, Data Warehouse, Informatica, NoSQL, Python",12,610,3.200000048,14,PA,,,Health Care
80000-99999,90000,data_engineer,"Hive, Database Administration, Hadoop, SAS, Oracle, SQL, Teradata, Spark, Data Warehouse, Informatica, NoSQL, Python",12,610,3.200000048,14,PA,,,Health Care
80000-99999,90000,data_engineer,"Microsoft Powerpoint, Network, Distributed Control Systems, Microsoft Office, Juniper, Troubleshooting, Telecommunication, Load Balancing, Network Engineering",9,41,3.700000048,6,CO,,,Banks and Financial Services
80000-99999,90000,data_engineer,"Java, Database Administration, SAS, Python, SQL, AWS, DB2",7,741,3.900000095,14,PA,,"10,000+",Banks and Financial Services
80000-99999,90000,data_engineer,"Linux, XML, SQL, Java, Big Data, Git, Software Development, NoSQL, SVN",9,,,30,,,,
80000-99999,90000,data_engineer,"Design Experience, Software Development, Oracle, SQL",4,1733,3.900000095,13,VA,$5B to $10B ,"10,000+",Consulting and Business Services
80000-99999,90000,data_engineer,"Business Intelligence, SDLC, Oracle, SQL, Big Data, PL/SQL, Data Warehouse, Design Experience, Informatica, Military Experience, RMF",11,4966,3.700000048,30,OH,more than $10B ,"10,000+",Banks and Financial Services
80000-99999,90000,data_engineer,"Hive, Data Management, Hadoop, Azure, Kafka, Scala, Oracle, HBase, SQL, Teradata, Tableau, Java, Cassandra, Spark, Design Experience, Informatica, NoSQL, Python, AWS, DB2",20,14988,4,,CO,,,
80000-99999,90000,data_engineer,"Microsoft SQL Server, Power BI, R, SAS, SQL, Tableau, Python",7,2,5,26,MI,,,
80000-99999,90000,data_engineer,"Hive, Data Management, Hadoop, Azure, Kafka, Scala, Oracle, HBase, SQL, Teradata, Tableau, Java, Cassandra, Spark, Design Experience, Informatica, NoSQL, Python, AWS, DB2",20,14988,4,,WA,,,
80000-99999,90000,data_engineer,"Design Patterns, SDLC, CI/CD, OOP, UI",5,526,3.799999952,30,UT,more than $10B ,"10,000+",Health Care
80000-99999,90000,data_engineer,"Pig, Linux, Hive, Microsoft SQL Server, Scripting, Hadoop, DynamoDB, Oracle, SQL, HBase, MySQL, Cassandra, MongoDB, Spark, 4G/LTE, NoSQL, PostgreSQL, Python, AWS",19,12327,3.700000048,20,PA,more than $10B ,"10,000+",Telecommunications
80000-99999,90000,data_engineer,"Business Intelligence, SDLC, Oracle, SQL, Big Data, PL/SQL, Data Warehouse, Design Experience, Informatica, Military Experience, RMF",11,4966,3.700000048,30,OH,more than $10B ,"10,000+",Banks and Financial Services
80000-99999,90000,data_engineer,"Pig, Linux, Hive, Microsoft SQL Server, Scripting, Hadoop, DynamoDB, Oracle, SQL, HBase, MySQL, Cassandra, MongoDB, Spark, 4G/LTE, NoSQL, PostgreSQL, Python, AWS",19,12327,3.700000048,30,PA,more than $10B ,"10,000+",Telecommunications
80000-99999,90000,data_engineer,"Microsoft SQL Server, Power BI, SQL, React, C#, Kubernetes, PostgreSQL, Swift, Chef, Ansible, Tableau, .Net, Cassandra, SharePoint, Angular, QlikView, NoSQL, Python",18,19,3.299999952,30,PA,,,
80000-99999,90000,data_engineer,"Hive, Data Management, Hadoop, Azure, Kafka, Scala, Oracle, HBase, SQL, Teradata, Tableau, Java, Cassandra, Spark, Design Experience, Informatica, NoSQL, Python, AWS, DB2",20,14988,4,,GA,,,
80000-99999,90000,data_engineer,"Pig, Hive, Hadoop, Oracle, SQL, HBase, Java, MySQL, Cassandra, MongoDB, Git, Informatica, NoSQL, Python",14,66,3.799999952,30,CT,,,Insurance
80000-99999,90000,data_engineer,".Net, JavaScript, T-SQL, PL/SQL, Microsoft SQL Server, C#, Oracle, SQL",8,820,3.299999952,30,IN,,"10,000+",Pharmaceuticals
80000-99999,90000,data_engineer,"Spring, Drupal, Microsoft SQL Server, Tomcat, JBoss, Oracle, Service-Oriented Architecture, Microsoft Office, Tableau, Java, MySQL, SharePoint, Informatica, SVN",14,12,3.5,27,MD,less than $1B ,"less than 10,000",Consulting and Business Services
80000-99999,90000,data_engineer,,0,3248,3.599999905,16,CO,$1B to $5B ,"10,000+",Consulting and Business Services
