Id,Source,Target,Type,Weight,nodes,links
20,Python,TensorFlow,Directed,4,"opts.GraphNode(name=""TensorFlow"",symbol_size=4),","opts.GraphLink(source=""Python"", target=""TensorFlow""),"
21,Python,Kafka,Directed,2,"opts.GraphNode(name=""Kafka"",symbol_size=2),","opts.GraphLink(source=""Python"", target=""Kafka""),"
23,Python,Azure,Directed,10,"opts.GraphNode(name=""Azure"",symbol_size=10),","opts.GraphLink(source=""Python"", target=""Azure""),"
24,Python,MATLAB,Directed,8,"opts.GraphNode(name=""MATLAB"",symbol_size=8),","opts.GraphLink(source=""Python"", target=""MATLAB""),"
25,Python,Microsoft Office,Directed,38,"opts.GraphNode(name=""Microsoft Office"",symbol_size=38),","opts.GraphLink(source=""Python"", target=""Microsoft Office""),"
26,Python,Scripting,Directed,6,"opts.GraphNode(name=""Scripting"",symbol_size=6),","opts.GraphLink(source=""Python"", target=""Scripting""),"
27,Python,Git,Directed,10,"opts.GraphNode(name=""Git"",symbol_size=10),","opts.GraphLink(source=""Python"", target=""Git""),"
28,Python,Excel,Directed,264,"opts.GraphNode(name=""Excel"",symbol_size=264),","opts.GraphLink(source=""Python"", target=""Excel""),"
29,Python,JavaScript,Directed,26,"opts.GraphNode(name=""JavaScript"",symbol_size=26),","opts.GraphLink(source=""Python"", target=""JavaScript""),"
30,Python,HBase,Directed,2,"opts.GraphNode(name=""HBase"",symbol_size=2),","opts.GraphLink(source=""Python"", target=""HBase""),"
31,Python,PostgreSQL,Directed,6,"opts.GraphNode(name=""PostgreSQL"",symbol_size=6),","opts.GraphLink(source=""Python"", target=""PostgreSQL""),"
32,Python,MySQL,Directed,18,"opts.GraphNode(name=""MySQL"",symbol_size=18),","opts.GraphLink(source=""Python"", target=""MySQL""),"
33,Python,Perl,Directed,12,"opts.GraphNode(name=""Perl"",symbol_size=12),","opts.GraphLink(source=""Python"", target=""Perl""),"
34,SQL,Python,Directed,362,"opts.GraphNode(name=""Python"",symbol_size=362),","opts.GraphLink(source=""SQL"", target=""Python""),"
35,SQL,SQL,Directed,800,"opts.GraphNode(name=""SQL"",symbol_size=800),","opts.GraphLink(source=""SQL"", target=""SQL""),"
36,SQL,Machine Learning,Directed,12,"opts.GraphNode(name=""Machine Learning"",symbol_size=12),","opts.GraphLink(source=""SQL"", target=""Machine Learning""),"
37,SQL,R,Directed,740,"opts.GraphNode(name=""R"",symbol_size=740),","opts.GraphLink(source=""SQL"", target=""R""),"
38,SQL,Hadoop,Directed,22,"opts.GraphNode(name=""Hadoop"",symbol_size=22),","opts.GraphLink(source=""SQL"", target=""Hadoop""),"
39,SQL,Spark,Directed,22,"opts.GraphNode(name=""Spark"",symbol_size=22),","opts.GraphLink(source=""SQL"", target=""Spark""),"
40,SQL,Java,Directed,76,"opts.GraphNode(name=""Java"",symbol_size=76),","opts.GraphLink(source=""SQL"", target=""Java""),"
41,SQL,Tableau,Directed,362,"opts.GraphNode(name=""Tableau"",symbol_size=362),","opts.GraphLink(source=""SQL"", target=""Tableau""),"
42,SQL,Hive,Directed,14,"opts.GraphNode(name=""Hive"",symbol_size=14),","opts.GraphLink(source=""SQL"", target=""Hive""),"
43,SQL,SAS,Directed,162,"opts.GraphNode(name=""SAS"",symbol_size=162),","opts.GraphLink(source=""SQL"", target=""SAS""),"
44,SQL,Big Data,Directed,16,"opts.GraphNode(name=""Big Data"",symbol_size=16),","opts.GraphLink(source=""SQL"", target=""Big Data""),"
45,SQL,AWS,Directed,42,"opts.GraphNode(name=""AWS"",symbol_size=42),","opts.GraphLink(source=""SQL"", target=""AWS""),"
46,SQL,Scala,Directed,12,"opts.GraphNode(name=""Scala"",symbol_size=12),","opts.GraphLink(source=""SQL"", target=""Scala""),"
47,SQL,NoSQL,Directed,10,"opts.GraphNode(name=""NoSQL"",symbol_size=10),","opts.GraphLink(source=""SQL"", target=""NoSQL""),"
48,SQL,C/C++,Directed,4,"opts.GraphNode(name=""C/C++"",symbol_size=4),","opts.GraphLink(source=""SQL"", target=""C/C++""),"
49,SQL,Oracle,Directed,84,"opts.GraphNode(name=""Oracle"",symbol_size=84),","opts.GraphLink(source=""SQL"", target=""Oracle""),"
50,SQL,Data Warehouse,Directed,28,"opts.GraphNode(name=""Data Warehouse"",symbol_size=28),","opts.GraphLink(source=""SQL"", target=""Data Warehouse""),"
51,SQL,Linux,Directed,16,"opts.GraphNode(name=""Linux"",symbol_size=16),","opts.GraphLink(source=""SQL"", target=""Linux""),"
52,SQL,AI,Directed,68,"opts.GraphNode(name=""AI"",symbol_size=68),","opts.GraphLink(source=""SQL"", target=""AI""),"
53,SQL,Microsoft SQL Server,Directed,14,"opts.GraphNode(name=""Microsoft SQL Server"",symbol_size=14),","opts.GraphLink(source=""SQL"", target=""Microsoft SQL Server""),"
54,SQL,TensorFlow,Directed,2,"opts.GraphNode(name=""TensorFlow"",symbol_size=2),","opts.GraphLink(source=""SQL"", target=""TensorFlow""),"
55,SQL,Kafka,Directed,2,"opts.GraphNode(name=""Kafka"",symbol_size=2),","opts.GraphLink(source=""SQL"", target=""Kafka""),"
57,SQL,Azure,Directed,14,"opts.GraphNode(name=""Azure"",symbol_size=14),","opts.GraphLink(source=""SQL"", target=""Azure""),"
58,SQL,MATLAB,Directed,10,"opts.GraphNode(name=""MATLAB"",symbol_size=10),","opts.GraphLink(source=""SQL"", target=""MATLAB""),"
59,SQL,Microsoft Office,Directed,84,"opts.GraphNode(name=""Microsoft Office"",symbol_size=84),","opts.GraphLink(source=""SQL"", target=""Microsoft Office""),"
60,SQL,Scripting,Directed,4,"opts.GraphNode(name=""Scripting"",symbol_size=4),","opts.GraphLink(source=""SQL"", target=""Scripting""),"
61,SQL,Git,Directed,10,"opts.GraphNode(name=""Git"",symbol_size=10),","opts.GraphLink(source=""SQL"", target=""Git""),"
62,SQL,Excel,Directed,562,"opts.GraphNode(name=""Excel"",symbol_size=562),","opts.GraphLink(source=""SQL"", target=""Excel""),"
63,SQL,JavaScript,Directed,26,"opts.GraphNode(name=""JavaScript"",symbol_size=26),","opts.GraphLink(source=""SQL"", target=""JavaScript""),"
64,SQL,HBase,Directed,2,"opts.GraphNode(name=""HBase"",symbol_size=2),","opts.GraphLink(source=""SQL"", target=""HBase""),"
65,SQL,PostgreSQL,Directed,8,"opts.GraphNode(name=""PostgreSQL"",symbol_size=8),","opts.GraphLink(source=""SQL"", target=""PostgreSQL""),"
66,SQL,MySQL,Directed,24,"opts.GraphNode(name=""MySQL"",symbol_size=24),","opts.GraphLink(source=""SQL"", target=""MySQL""),"
67,SQL,Perl,Directed,10,"opts.GraphNode(name=""Perl"",symbol_size=10),","opts.GraphLink(source=""SQL"", target=""Perl""),"
68,Machine Learning,Python,Directed,14,"opts.GraphNode(name=""Python"",symbol_size=14),","opts.GraphLink(source=""Machine Learning"", target=""Python""),"
69,Machine Learning,SQL,Directed,12,"opts.GraphNode(name=""SQL"",symbol_size=12),","opts.GraphLink(source=""Machine Learning"", target=""SQL""),"
70,Machine Learning,Machine Learning,Directed,22,"opts.GraphNode(name=""Machine Learning"",symbol_size=22),","opts.GraphLink(source=""Machine Learning"", target=""Machine Learning""),"
71,Machine Learning,R,Directed,22,"opts.GraphNode(name=""R"",symbol_size=22),","opts.GraphLink(source=""Machine Learning"", target=""R""),"
72,Machine Learning,Hadoop,Directed,2,"opts.GraphNode(name=""Hadoop"",symbol_size=2),","opts.GraphLink(source=""Machine Learning"", target=""Hadoop""),"
73,Machine Learning,Spark,Directed,8,"opts.GraphNode(name=""Spark"",symbol_size=8),","opts.GraphLink(source=""Machine Learning"", target=""Spark""),"
74,Machine Learning,Java,Directed,2,"opts.GraphNode(name=""Java"",symbol_size=2),","opts.GraphLink(source=""Machine Learning"", target=""Java""),"
75,Machine Learning,Tableau,Directed,8,"opts.GraphNode(name=""Tableau"",symbol_size=8),","opts.GraphLink(source=""Machine Learning"", target=""Tableau""),"
76,Machine Learning,SAS,Directed,8,"opts.GraphNode(name=""SAS"",symbol_size=8),","opts.GraphLink(source=""Machine Learning"", target=""SAS""),"
77,Machine Learning,Big Data,Directed,4,"opts.GraphNode(name=""Big Data"",symbol_size=4),","opts.GraphLink(source=""Machine Learning"", target=""Big Data""),"
78,Machine Learning,AWS,Directed,4,"opts.GraphNode(name=""AWS"",symbol_size=4),","opts.GraphLink(source=""Machine Learning"", target=""AWS""),"
79,Machine Learning,Scala,Directed,6,"opts.GraphNode(name=""Scala"",symbol_size=6),","opts.GraphLink(source=""Machine Learning"", target=""Scala""),"
80,Machine Learning,Natural Language Processing,Directed,2,"opts.GraphNode(name=""Natural Language Processing"",symbol_size=2),","opts.GraphLink(source=""Machine Learning"", target=""Natural Language Processing""),"
81,Machine Learning,Data Warehouse,Directed,2,"opts.GraphNode(name=""Data Warehouse"",symbol_size=2),","opts.GraphLink(source=""Machine Learning"", target=""Data Warehouse""),"
82,Machine Learning,AI,Directed,10,"opts.GraphNode(name=""AI"",symbol_size=10),","opts.GraphLink(source=""Machine Learning"", target=""AI""),"
83,Machine Learning,TensorFlow,Directed,2,"opts.GraphNode(name=""TensorFlow"",symbol_size=2),","opts.GraphLink(source=""Machine Learning"", target=""TensorFlow""),"
85,Machine Learning,Azure,Directed,2,"opts.GraphNode(name=""Azure"",symbol_size=2),","opts.GraphLink(source=""Machine Learning"", target=""Azure""),"
86,Machine Learning,MATLAB,Directed,6,"opts.GraphNode(name=""MATLAB"",symbol_size=6),","opts.GraphLink(source=""Machine Learning"", target=""MATLAB""),"
87,Machine Learning,Excel,Directed,12,"opts.GraphNode(name=""Excel"",symbol_size=12),","opts.GraphLink(source=""Machine Learning"", target=""Excel""),"
88,Machine Learning,JavaScript,Directed,2,"opts.GraphNode(name=""JavaScript"",symbol_size=2),","opts.GraphLink(source=""Machine Learning"", target=""JavaScript""),"
89,Machine Learning,MySQL,Directed,2,"opts.GraphNode(name=""MySQL"",symbol_size=2),","opts.GraphLink(source=""Machine Learning"", target=""MySQL""),"
90,R,Python,Directed,380,"opts.GraphNode(name=""Python"",symbol_size=380),","opts.GraphLink(source=""R"", target=""Python""),"
91,R,SQL,Directed,740,"opts.GraphNode(name=""SQL"",symbol_size=740),","opts.GraphLink(source=""R"", target=""SQL""),"
92,R,Machine Learning,Directed,22,"opts.GraphNode(name=""Machine Learning"",symbol_size=22),","opts.GraphLink(source=""R"", target=""Machine Learning""),"
93,R,R,Directed,1632,"opts.GraphNode(name=""R"",symbol_size=1632),","opts.GraphLink(source=""R"", target=""R""),"
94,R,Hadoop,Directed,24,"opts.GraphNode(name=""Hadoop"",symbol_size=24),","opts.GraphLink(source=""R"", target=""Hadoop""),"
95,R,Spark,Directed,30,"opts.GraphNode(name=""Spark"",symbol_size=30),","opts.GraphLink(source=""R"", target=""Spark""),"
96,R,Java,Directed,92,"opts.GraphNode(name=""Java"",symbol_size=92),","opts.GraphLink(source=""R"", target=""Java""),"
97,R,Tableau,Directed,448,"opts.GraphNode(name=""Tableau"",symbol_size=448),","opts.GraphLink(source=""R"", target=""Tableau""),"
98,R,Hive,Directed,14,"opts.GraphNode(name=""Hive"",symbol_size=14),","opts.GraphLink(source=""R"", target=""Hive""),"
99,R,SAS,Directed,184,"opts.GraphNode(name=""SAS"",symbol_size=184),","opts.GraphLink(source=""R"", target=""SAS""),"
100,R,Big Data,Directed,22,"opts.GraphNode(name=""Big Data"",symbol_size=22),","opts.GraphLink(source=""R"", target=""Big Data""),"
101,R,AWS,Directed,50,"opts.GraphNode(name=""AWS"",symbol_size=50),","opts.GraphLink(source=""R"", target=""AWS""),"
102,R,Scala,Directed,14,"opts.GraphNode(name=""Scala"",symbol_size=14),","opts.GraphLink(source=""R"", target=""Scala""),"
103,R,NoSQL,Directed,10,"opts.GraphNode(name=""NoSQL"",symbol_size=10),","opts.GraphLink(source=""R"", target=""NoSQL""),"
104,R,C/C++,Directed,2,"opts.GraphNode(name=""C/C++"",symbol_size=2),","opts.GraphLink(source=""R"", target=""C/C++""),"
105,R,Natural Language Processing,Directed,2,"opts.GraphNode(name=""Natural Language Processing"",symbol_size=2),","opts.GraphLink(source=""R"", target=""Natural Language Processing""),"
106,R,Oracle,Directed,104,"opts.GraphNode(name=""Oracle"",symbol_size=104),","opts.GraphLink(source=""R"", target=""Oracle""),"
107,R,Data Warehouse,Directed,26,"opts.GraphNode(name=""Data Warehouse"",symbol_size=26),","opts.GraphLink(source=""R"", target=""Data Warehouse""),"
108,R,Linux,Directed,20,"opts.GraphNode(name=""Linux"",symbol_size=20),","opts.GraphLink(source=""R"", target=""Linux""),"
109,R,AI,Directed,114,"opts.GraphNode(name=""AI"",symbol_size=114),","opts.GraphLink(source=""R"", target=""AI""),"
110,R,Microsoft SQL Server,Directed,14,"opts.GraphNode(name=""Microsoft SQL Server"",symbol_size=14),","opts.GraphLink(source=""R"", target=""Microsoft SQL Server""),"
111,R,TensorFlow,Directed,4,"opts.GraphNode(name=""TensorFlow"",symbol_size=4),","opts.GraphLink(source=""R"", target=""TensorFlow""),"
112,R,Kafka,Directed,2,"opts.GraphNode(name=""Kafka"",symbol_size=2),","opts.GraphLink(source=""R"", target=""Kafka""),"
114,R,Azure,Directed,24,"opts.GraphNode(name=""Azure"",symbol_size=24),","opts.GraphLink(source=""R"", target=""Azure""),"
115,R,MATLAB,Directed,14,"opts.GraphNode(name=""MATLAB"",symbol_size=14),","opts.GraphLink(source=""R"", target=""MATLAB""),"
116,R,Microsoft Office,Directed,162,"opts.GraphNode(name=""Microsoft Office"",symbol_size=162),","opts.GraphLink(source=""R"", target=""Microsoft Office""),"
117,R,Scripting,Directed,8,"opts.GraphNode(name=""Scripting"",symbol_size=8),","opts.GraphLink(source=""R"", target=""Scripting""),"
118,R,Git,Directed,18,"opts.GraphNode(name=""Git"",symbol_size=18),","opts.GraphLink(source=""R"", target=""Git""),"
119,R,Excel,Directed,1098,"opts.GraphNode(name=""Excel"",symbol_size=1098),","opts.GraphLink(source=""R"", target=""Excel""),"
120,R,JavaScript,Directed,34,"opts.GraphNode(name=""JavaScript"",symbol_size=34),","opts.GraphLink(source=""R"", target=""JavaScript""),"
121,R,HBase,Directed,2,"opts.GraphNode(name=""HBase"",symbol_size=2),","opts.GraphLink(source=""R"", target=""HBase""),"
122,R,PostgreSQL,Directed,8,"opts.GraphNode(name=""PostgreSQL"",symbol_size=8),","opts.GraphLink(source=""R"", target=""PostgreSQL""),"
123,R,MySQL,Directed,22,"opts.GraphNode(name=""MySQL"",symbol_size=22),","opts.GraphLink(source=""R"", target=""MySQL""),"
124,R,Perl,Directed,46,"opts.GraphNode(name=""Perl"",symbol_size=46),","opts.GraphLink(source=""R"", target=""Perl""),"
125,Hadoop,Python,Directed,22,"opts.GraphNode(name=""Python"",symbol_size=22),","opts.GraphLink(source=""Hadoop"", target=""Python""),"
126,Hadoop,SQL,Directed,22,"opts.GraphNode(name=""SQL"",symbol_size=22),","opts.GraphLink(source=""Hadoop"", target=""SQL""),"
127,Hadoop,Machine Learning,Directed,2,"opts.GraphNode(name=""Machine Learning"",symbol_size=2),","opts.GraphLink(source=""Hadoop"", target=""Machine Learning""),"
128,Hadoop,R,Directed,24,"opts.GraphNode(name=""R"",symbol_size=24),","opts.GraphLink(source=""Hadoop"", target=""R""),"
129,Hadoop,Hadoop,Directed,28,"opts.GraphNode(name=""Hadoop"",symbol_size=28),","opts.GraphLink(source=""Hadoop"", target=""Hadoop""),"
130,Hadoop,Spark,Directed,6,"opts.GraphNode(name=""Spark"",symbol_size=6),","opts.GraphLink(source=""Hadoop"", target=""Spark""),"
131,Hadoop,Java,Directed,6,"opts.GraphNode(name=""Java"",symbol_size=6),","opts.GraphLink(source=""Hadoop"", target=""Java""),"
132,Hadoop,Tableau,Directed,22,"opts.GraphNode(name=""Tableau"",symbol_size=22),","opts.GraphLink(source=""Hadoop"", target=""Tableau""),"
133,Hadoop,Hive,Directed,10,"opts.GraphNode(name=""Hive"",symbol_size=10),","opts.GraphLink(source=""Hadoop"", target=""Hive""),"
134,Hadoop,SAS,Directed,10,"opts.GraphNode(name=""SAS"",symbol_size=10),","opts.GraphLink(source=""Hadoop"", target=""SAS""),"
135,Hadoop,Big Data,Directed,6,"opts.GraphNode(name=""Big Data"",symbol_size=6),","opts.GraphLink(source=""Hadoop"", target=""Big Data""),"
136,Hadoop,AWS,Directed,2,"opts.GraphNode(name=""AWS"",symbol_size=2),","opts.GraphLink(source=""Hadoop"", target=""AWS""),"
137,Hadoop,Scala,Directed,2,"opts.GraphNode(name=""Scala"",symbol_size=2),","opts.GraphLink(source=""Hadoop"", target=""Scala""),"
138,Hadoop,NoSQL,Directed,2,"opts.GraphNode(name=""NoSQL"",symbol_size=2),","opts.GraphLink(source=""Hadoop"", target=""NoSQL""),"
139,Hadoop,Data Warehouse,Directed,2,"opts.GraphNode(name=""Data Warehouse"",symbol_size=2),","opts.GraphLink(source=""Hadoop"", target=""Data Warehouse""),"
140,Hadoop,Linux,Directed,4,"opts.GraphNode(name=""Linux"",symbol_size=4),","opts.GraphLink(source=""Hadoop"", target=""Linux""),"
141,Hadoop,Kafka,Directed,2,"opts.GraphNode(name=""Kafka"",symbol_size=2),","opts.GraphLink(source=""Hadoop"", target=""Kafka""),"
142,Hadoop,Azure,Directed,2,"opts.GraphNode(name=""Azure"",symbol_size=2),","opts.GraphLink(source=""Hadoop"", target=""Azure""),"
143,Hadoop,Microsoft Office,Directed,2,"opts.GraphNode(name=""Microsoft Office"",symbol_size=2),","opts.GraphLink(source=""Hadoop"", target=""Microsoft Office""),"
144,Hadoop,Excel,Directed,12,"opts.GraphNode(name=""Excel"",symbol_size=12),","opts.GraphLink(source=""Hadoop"", target=""Excel""),"
145,Hadoop,JavaScript,Directed,2,"opts.GraphNode(name=""JavaScript"",symbol_size=2),","opts.GraphLink(source=""Hadoop"", target=""JavaScript""),"
146,Spark,Python,Directed,22,"opts.GraphNode(name=""Python"",symbol_size=22),","opts.GraphLink(source=""Spark"", target=""Python""),"
147,Spark,SQL,Directed,22,"opts.GraphNode(name=""SQL"",symbol_size=22),","opts.GraphLink(source=""Spark"", target=""SQL""),"
148,Spark,Machine Learning,Directed,8,"opts.GraphNode(name=""Machine Learning"",symbol_size=8),","opts.GraphLink(source=""Spark"", target=""Machine Learning""),"
149,Spark,R,Directed,30,"opts.GraphNode(name=""R"",symbol_size=30),","opts.GraphLink(source=""Spark"", target=""R""),"
150,Spark,Hadoop,Directed,6,"opts.GraphNode(name=""Hadoop"",symbol_size=6),","opts.GraphLink(source=""Spark"", target=""Hadoop""),"
151,Spark,Spark,Directed,32,"opts.GraphNode(name=""Spark"",symbol_size=32),","opts.GraphLink(source=""Spark"", target=""Spark""),"
152,Spark,Java,Directed,6,"opts.GraphNode(name=""Java"",symbol_size=6),","opts.GraphLink(source=""Spark"", target=""Java""),"
153,Spark,Tableau,Directed,10,"opts.GraphNode(name=""Tableau"",symbol_size=10),","opts.GraphLink(source=""Spark"", target=""Tableau""),"
154,Spark,Hive,Directed,4,"opts.GraphNode(name=""Hive"",symbol_size=4),","opts.GraphLink(source=""Spark"", target=""Hive""),"
155,Spark,SAS,Directed,10,"opts.GraphNode(name=""SAS"",symbol_size=10),","opts.GraphLink(source=""Spark"", target=""SAS""),"
156,Spark,Big Data,Directed,8,"opts.GraphNode(name=""Big Data"",symbol_size=8),","opts.GraphLink(source=""Spark"", target=""Big Data""),"
157,Spark,AWS,Directed,14,"opts.GraphNode(name=""AWS"",symbol_size=14),","opts.GraphLink(source=""Spark"", target=""AWS""),"
158,Spark,Scala,Directed,8,"opts.GraphNode(name=""Scala"",symbol_size=8),","opts.GraphLink(source=""Spark"", target=""Scala""),"
159,Spark,NoSQL,Directed,4,"opts.GraphNode(name=""NoSQL"",symbol_size=4),","opts.GraphLink(source=""Spark"", target=""NoSQL""),"
160,Spark,Oracle,Directed,2,"opts.GraphNode(name=""Oracle"",symbol_size=2),","opts.GraphLink(source=""Spark"", target=""Oracle""),"
161,Spark,Data Warehouse,Directed,4,"opts.GraphNode(name=""Data Warehouse"",symbol_size=4),","opts.GraphLink(source=""Spark"", target=""Data Warehouse""),"
162,Spark,Linux,Directed,6,"opts.GraphNode(name=""Linux"",symbol_size=6),","opts.GraphLink(source=""Spark"", target=""Linux""),"
163,Spark,TensorFlow,Directed,2,"opts.GraphNode(name=""TensorFlow"",symbol_size=2),","opts.GraphLink(source=""Spark"", target=""TensorFlow""),"
164,Spark,Kafka,Directed,2,"opts.GraphNode(name=""Kafka"",symbol_size=2),","opts.GraphLink(source=""Spark"", target=""Kafka""),"
165,Spark,Azure,Directed,4,"opts.GraphNode(name=""Azure"",symbol_size=4),","opts.GraphLink(source=""Spark"", target=""Azure""),"
166,Spark,MATLAB,Directed,4,"opts.GraphNode(name=""MATLAB"",symbol_size=4),","opts.GraphLink(source=""Spark"", target=""MATLAB""),"
167,Spark,Microsoft Office,Directed,4,"opts.GraphNode(name=""Microsoft Office"",symbol_size=4),","opts.GraphLink(source=""Spark"", target=""Microsoft Office""),"
168,Spark,Excel,Directed,10,"opts.GraphNode(name=""Excel"",symbol_size=10),","opts.GraphLink(source=""Spark"", target=""Excel""),"
169,Spark,JavaScript,Directed,2,"opts.GraphNode(name=""JavaScript"",symbol_size=2),","opts.GraphLink(source=""Spark"", target=""JavaScript""),"
170,Spark,MySQL,Directed,4,"opts.GraphNode(name=""MySQL"",symbol_size=4),","opts.GraphLink(source=""Spark"", target=""MySQL""),"
171,Java,Python,Directed,74,"opts.GraphNode(name=""Python"",symbol_size=74),","opts.GraphLink(source=""Java"", target=""Python""),"
172,Java,SQL,Directed,76,"opts.GraphNode(name=""SQL"",symbol_size=76),","opts.GraphLink(source=""Java"", target=""SQL""),"
173,Java,Machine Learning,Directed,2,"opts.GraphNode(name=""Machine Learning"",symbol_size=2),","opts.GraphLink(source=""Java"", target=""Machine Learning""),"
174,Java,R,Directed,92,"opts.GraphNode(name=""R"",symbol_size=92),","opts.GraphLink(source=""Java"", target=""R""),"
175,Java,Hadoop,Directed,6,"opts.GraphNode(name=""Hadoop"",symbol_size=6),","opts.GraphLink(source=""Java"", target=""Hadoop""),"
176,Java,Spark,Directed,6,"opts.GraphNode(name=""Spark"",symbol_size=6),","opts.GraphLink(source=""Java"", target=""Spark""),"
177,Java,Java,Directed,100,"opts.GraphNode(name=""Java"",symbol_size=100),","opts.GraphLink(source=""Java"", target=""Java""),"
178,Java,Tableau,Directed,58,"opts.GraphNode(name=""Tableau"",symbol_size=58),","opts.GraphLink(source=""Java"", target=""Tableau""),"
179,Java,SAS,Directed,20,"opts.GraphNode(name=""SAS"",symbol_size=20),","opts.GraphLink(source=""Java"", target=""SAS""),"
180,Java,Big Data,Directed,10,"opts.GraphNode(name=""Big Data"",symbol_size=10),","opts.GraphLink(source=""Java"", target=""Big Data""),"
181,Java,AWS,Directed,8,"opts.GraphNode(name=""AWS"",symbol_size=8),","opts.GraphLink(source=""Java"", target=""AWS""),"
182,Java,Scala,Directed,6,"opts.GraphNode(name=""Scala"",symbol_size=6),","opts.GraphLink(source=""Java"", target=""Scala""),"
183,Java,NoSQL,Directed,2,"opts.GraphNode(name=""NoSQL"",symbol_size=2),","opts.GraphLink(source=""Java"", target=""NoSQL""),"
184,Java,C/C++,Directed,2,"opts.GraphNode(name=""C/C++"",symbol_size=2),","opts.GraphLink(source=""Java"", target=""C/C++""),"
185,Java,Oracle,Directed,24,"opts.GraphNode(name=""Oracle"",symbol_size=24),","opts.GraphLink(source=""Java"", target=""Oracle""),"
186,Java,Data Warehouse,Directed,6,"opts.GraphNode(name=""Data Warehouse"",symbol_size=6),","opts.GraphLink(source=""Java"", target=""Data Warehouse""),"
187,Java,Linux,Directed,8,"opts.GraphNode(name=""Linux"",symbol_size=8),","opts.GraphLink(source=""Java"", target=""Linux""),"
188,Java,AI,Directed,6,"opts.GraphNode(name=""AI"",symbol_size=6),","opts.GraphLink(source=""Java"", target=""AI""),"
190,Java,Azure,Directed,8,"opts.GraphNode(name=""Azure"",symbol_size=8),","opts.GraphLink(source=""Java"", target=""Azure""),"
191,Java,Microsoft Office,Directed,4,"opts.GraphNode(name=""Microsoft Office"",symbol_size=4),","opts.GraphLink(source=""Java"", target=""Microsoft Office""),"
192,Java,Git,Directed,6,"opts.GraphNode(name=""Git"",symbol_size=6),","opts.GraphLink(source=""Java"", target=""Git""),"
193,Java,Excel,Directed,60,"opts.GraphNode(name=""Excel"",symbol_size=60),","opts.GraphLink(source=""Java"", target=""Excel""),"
194,Java,JavaScript,Directed,36,"opts.GraphNode(name=""JavaScript"",symbol_size=36),","opts.GraphLink(source=""Java"", target=""JavaScript""),"
195,Java,HBase,Directed,2,"opts.GraphNode(name=""HBase"",symbol_size=2),","opts.GraphLink(source=""Java"", target=""HBase""),"
196,Java,PostgreSQL,Directed,2,"opts.GraphNode(name=""PostgreSQL"",symbol_size=2),","opts.GraphLink(source=""Java"", target=""PostgreSQL""),"
197,Java,MySQL,Directed,8,"opts.GraphNode(name=""MySQL"",symbol_size=8),","opts.GraphLink(source=""Java"", target=""MySQL""),"
198,Java,Perl,Directed,10,"opts.GraphNode(name=""Perl"",symbol_size=10),","opts.GraphLink(source=""Java"", target=""Perl""),"
199,Tableau,Python,Directed,210,"opts.GraphNode(name=""Python"",symbol_size=210),","opts.GraphLink(source=""Tableau"", target=""Python""),"
200,Tableau,SQL,Directed,362,"opts.GraphNode(name=""SQL"",symbol_size=362),","opts.GraphLink(source=""Tableau"", target=""SQL""),"
201,Tableau,Machine Learning,Directed,8,"opts.GraphNode(name=""Machine Learning"",symbol_size=8),","opts.GraphLink(source=""Tableau"", target=""Machine Learning""),"
202,Tableau,R,Directed,448,"opts.GraphNode(name=""R"",symbol_size=448),","opts.GraphLink(source=""Tableau"", target=""R""),"
203,Tableau,Hadoop,Directed,22,"opts.GraphNode(name=""Hadoop"",symbol_size=22),","opts.GraphLink(source=""Tableau"", target=""Hadoop""),"
204,Tableau,Spark,Directed,10,"opts.GraphNode(name=""Spark"",symbol_size=10),","opts.GraphLink(source=""Tableau"", target=""Spark""),"
205,Tableau,Java,Directed,58,"opts.GraphNode(name=""Java"",symbol_size=58),","opts.GraphLink(source=""Tableau"", target=""Java""),"
206,Tableau,Tableau,Directed,476,"opts.GraphNode(name=""Tableau"",symbol_size=476),","opts.GraphLink(source=""Tableau"", target=""Tableau""),"
207,Tableau,Hive,Directed,8,"opts.GraphNode(name=""Hive"",symbol_size=8),","opts.GraphLink(source=""Tableau"", target=""Hive""),"
208,Tableau,SAS,Directed,82,"opts.GraphNode(name=""SAS"",symbol_size=82),","opts.GraphLink(source=""Tableau"", target=""SAS""),"
209,Tableau,Big Data,Directed,10,"opts.GraphNode(name=""Big Data"",symbol_size=10),","opts.GraphLink(source=""Tableau"", target=""Big Data""),"
210,Tableau,AWS,Directed,30,"opts.GraphNode(name=""AWS"",symbol_size=30),","opts.GraphLink(source=""Tableau"", target=""AWS""),"
211,Tableau,Scala,Directed,4,"opts.GraphNode(name=""Scala"",symbol_size=4),","opts.GraphLink(source=""Tableau"", target=""Scala""),"
212,Tableau,NoSQL,Directed,6,"opts.GraphNode(name=""NoSQL"",symbol_size=6),","opts.GraphLink(source=""Tableau"", target=""NoSQL""),"
213,Tableau,Natural Language Processing,Directed,2,"opts.GraphNode(name=""Natural Language Processing"",symbol_size=2),","opts.GraphLink(source=""Tableau"", target=""Natural Language Processing""),"
214,Tableau,Oracle,Directed,50,"opts.GraphNode(name=""Oracle"",symbol_size=50),","opts.GraphLink(source=""Tableau"", target=""Oracle""),"
215,Tableau,Data Warehouse,Directed,16,"opts.GraphNode(name=""Data Warehouse"",symbol_size=16),","opts.GraphLink(source=""Tableau"", target=""Data Warehouse""),"
