,Paired Skills,Salary
2650,"AI,Business Intelligence,Data Analysis",98462
2651,"Data Science,MongoDB,TensorFlow",98430
2652,"AI,Natural Language Processing,Oracle",98426
2653,"Hadoop,Machine Learning,Scripting",98424
2654,"Big Data,MATLAB,Natural Language Processing",98414
2655,"Hadoop,Scala,Spark",98409
2656,"AI,SPSS,Spark",98408
2657,"Data Science,Data Warehouse,SPSS",98401
2658,"AI,SAS,SPSS",98387
2659,"Hive,Natural Language Processing,Spark",98387
2660,"AWS,Hadoop,Hive",98384
2661,"HBase,MATLAB,MySQL",98382
2662,"Hive,MATLAB,Shell Scripting",98381
2663,"C/C++,Data Science,SAS",98381
2664,"AI,Data Analysis,Data Warehouse",98377
2665,"Data Analysis,Project Management,S3",98371
2666,"Azure,Hive,Microsoft SQL Server",98359
2667,"AI,Azure,Data Analysis",98358
2668,"Hadoop,SPSS,TensorFlow",98352
2669,"Project Management,Scala,Shell Scripting",98348
2670,"MATLAB,R,Scripting",98338
2671,"Pig,Scripting,Spark",98326
2672,"Big Data,HBase,SAS",98325
2673,"Natural Language Processing,Project Management,Python",98313
2674,"Machine Learning,Project Management,Software Development",98311
2675,"Hive,SQL,Shell Scripting",98309
2676,"HBase,Oracle,Tableau",98303
2677,"Hadoop,MySQL",98292
2678,".Net,Hadoop,MySQL",98292
2679,"Data Analysis,PostgreSQL,Project Management",98272
2680,"Shell Scripting,Software Development,Tableau",98263
2681,"Big Data,Data Science,Software Development",98263
2682,"Kafka,Project Management,Software Development",98262
2683,"Linux,Natural Language Processing,Project Management",98258
2684,"SPSS,Scripting,Tableau",98249
2685,"Microsoft Office,SAS,Shell Scripting",98244
2686,"Machine Learning,Project Management,SPSS",98244
2687,"Microsoft SQL Server,Python,SAS",98228
2688,"AI,C/C++,Microsoft SQL Server",98205
2689,"Data Warehouse,Microsoft SQL Server,Scripting",98201
2690,"MATLAB,Pig,Scripting",98194
2691,"AI,MongoDB,Project Management",98193
2692,"Data Science,PostgreSQL,Software Development",98182
2693,"Data Science,Data Warehouse,Microsoft Office",98182
2694,"Azure,Project Management,Shell Scripting",98181
2695,"Data Analysis,Hadoop,Software Development",98179
2696,"Kafka,Project Management,SPSS",98173
2697,"HBase,MySQL,SAS",98164
2698,"HBase,Java,Microsoft SQL Server",98157
2699,"Hadoop,MATLAB,Scala",98153
2700,"Software Development,Spark,TensorFlow",98150
2701,"AI,Linux,SQL",98141
2702,".Net,SAS,Scripting",98136
2703,"SAS,Scripting",98136
2704,"AI,Big Data,Software Development",98118
2705,"HBase,Hive,Spark",98114
2706,"Hadoop,Software Development,TensorFlow",98103
2707,"MATLAB,Scala,Spark",98095
2708,".Net,Shell Scripting,Spark",98091
2709,"Shell Scripting,Spark",98091
2710,"MATLAB,S3,Tableau",98074
2711,"AI,MySQL,Software Development",98067
2712,"Data Science,Excel,Hadoop",98060
2713,"Data Science,MATLAB,NoSQL",98060
2714,"Big Data,Natural Language Processing,SAS",98053
2715,"Data Science,Java,Scala",98049
2716,"AWS,Business Intelligence,MATLAB",98044
2717,"Hive,Java,Project Management",98042
2718,"Data Warehouse,HBase,Microsoft SQL Server",98030
2719,"AI,AWS,MySQL",98012
2720,"Hadoop,Kafka,Shell Scripting",98008
2721,"Perl,Scripting,Tableau",98002
2722,"Data Analysis,Microsoft Office,Spark",97998
2723,"Big Data,Data Science,SPSS",97996
2724,"Microsoft SQL Server,Python,Shell Scripting",97991
2725,"R,Shell Scripting,Spark",97987
2726,"Hadoop,Project Management,Python",97987
2727,"AI,MATLAB,SPSS",97961
2728,"AWS,Kafka,Project Management",97960
2729,"AI,S3,SAS",97959
2730,"MATLAB,MySQL,Natural Language Processing",97956
2731,"HBase,Machine Learning,Tableau",97941
2732,"Data Analysis,SQL",97917
2733,".Net,Data Analysis,SQL",97917
2734,"Natural Language Processing,Oracle,Tableau",97914
2735,"Machine Learning,Microsoft SQL Server,Perl",97914
2736,"Big Data,Oracle,Tableau",97914
2737,"Microsoft SQL Server,MySQL,Scala",97907
2738,"HBase,SQL,Scripting",97899
2739,"Hadoop,MySQL,Pig",97899
2740,"Oracle,Shell Scripting,Spark",97892
2741,"Java,Microsoft SQL Server,Scripting",97878
2742,"Data Warehouse,Hive,Project Management",97875
2743,"AI,Big Data,Microsoft Office",97859
2744,"AI,Perl,Scripting",97853
2745,"Hadoop,Machine Learning,Shell Scripting",97846
2746,"Machine Learning,Microsoft Office,Project Management",97844
2747,"Data Warehouse,Hadoop,Spark",97841
2748,"Big Data,Data Analysis,TensorFlow",97838
2749,"SPSS,Shell Scripting,Tableau",97833
2750,"AI,Microsoft Office,MySQL",97830
2751,"HBase,Kafka,Tableau",97829
2752,"Kafka,Microsoft SQL Server,Perl",97810
2753,"AI,Java,MySQL",97808
2754,"Hadoop,NoSQL,Project Management",97806
2755,"Kafka,Microsoft Office,Project Management",97796
2756,Tableau,97796
2757,".Net,Tableau",97796
2758,"AI,Oracle,SQL",97791
2759,"MySQL,Natural Language Processing,SAS",97786
2760,"Business Intelligence,Hive,Project Management",97784
2761,"AI,Perl,Shell Scripting",97778
2762,"Big Data,Data Science,Microsoft Office",97777
2763,"SAS,SPSS,TensorFlow",97769
2764,"Data Analysis,Hadoop,Microsoft Office",97762
2765,"HBase,Hadoop,Natural Language Processing",97747
2766,"Pig,SAS,Scripting",97743
2767,"Data Warehouse,Microsoft SQL Server,Oracle",97728
2768,"Hadoop,NoSQL,Tableau",97726
2769,"R,SAS,Scripting",97725
2770,"Big Data,HBase,Spark",97725
2771,"Big Data,MySQL,SQL",97719
2772,"Data Warehouse,Microsoft SQL Server,Natural Language Processing",97711
2773,"Python,SAS,SQL",97707
2774,"Hive,MATLAB,Natural Language Processing",97701
2775,"Pig,Shell Scripting,Spark",97698
2776,"HBase,Java,Tableau",97697
2777,"AWS,Spark,TensorFlow",97696
2778,"SPSS,Spark,TensorFlow",97692
2779,"Data Analysis,Hadoop,Machine Learning",97690
2780,"Big Data,Microsoft SQL Server,Scala",97688
2781,"Machine Learning,SQL,TensorFlow",97685
2782,"Microsoft SQL Server,SPSS,Software Development",97682
2783,"Machine Learning,Perl,Project Management",97675
2784,"MySQL,R,Spark",97671
2785,"Big Data,Microsoft SQL Server,PostgreSQL",97666
2786,"Kafka,Perl,Project Management",97666
2787,".Net,SAS,Shell Scripting",97644
2788,"SAS,Shell Scripting",97644
2789,"Python,SQL,Scripting",97637
2790,"Kafka,SQL,TensorFlow",97637
2791,"MATLAB,Microsoft Office,TensorFlow",97633
2792,"Java,Microsoft SQL Server,Natural Language Processing",97627
2793,"Microsoft Office,Scripting,Tableau",97604
2794,"AWS,Microsoft SQL Server,SPSS",97597
2795,"AI,Hive,Software Development",97595
2796,"Python,SQL,Shell Scripting",97582
2797,"Data Analysis,Hadoop,Perl",97566
2798,"Kafka,Natural Language Processing,Tableau",97566
2799,"Data Analysis,Oracle,Project Management",97563
2800,"Data Science,Microsoft Office,PostgreSQL",97561
2801,"Data Science,Linux,Scala",97561
2802,".Net,R,Tableau",97551
2803,"R,Tableau",97551
2804,"MATLAB,NoSQL,Tableau",97544
2805,"Data Science,Oracle,Spark",97533
2806,"AI,Python,TensorFlow",97526
2807,"Data Analysis,Pig,SQL",97524
2808,".Net,AI,Machine Learning",97511
2809,"AI,Machine Learning",97511
2810,"AI,Big Data,Java",97504
2811,"Data Analysis,Data Science,MongoDB",97499
2812,"Azure,Big Data,Microsoft SQL Server",97466
2813,"Data Warehouse,SAS,SQL",97465
2814,"AI,Kafka",97463
2815,".Net,AI,Kafka",97463
2816,"Business Intelligence,Microsoft Office,Spark",97462
2817,"AWS,SAS,TensorFlow",97456
2818,"Data Science,Kafka,Spark",97437
2819,"AWS,Microsoft Office,Microsoft SQL Server",97431
2820,"Linux,SAS,SQL",97428
2821,"HBase,Hive,MATLAB",97427
2822,"Python,R,SPSS",97425
2823,"HBase,MATLAB,Shell Scripting",97422
2824,"AI,AWS,Hive",97416
2825,"Hive,Kafka,Tableau",97408
2826,"Big Data,Natural Language Processing,Spark",97406
2827,".Net,Pig,Tableau",97403
2828,"Pig,Tableau",97403
2829,"Azure,HBase,Microsoft SQL Server",97400
2830,"Data Science,Git,Project Management",97390
2831,"MySQL,Project Management,Scala",97380
2832,"R,SAS,Shell Scripting",97377
2833,"Perl,Shell Scripting,Tableau",97375
2834,"Big Data,Hadoop",97366
2835,".Net,Big Data,Hadoop",97366
2836,"HBase,SQL,Shell Scripting",97350
2837,"Hive,Natural Language Processing,SAS",97341
2838,"AI,Machine Learning,R",97331
2839,"Kafka,MATLAB,TensorFlow",97327
2840,"MySQL,Python,SQL",97326
2841,".Net,Linux,Microsoft SQL Server",97321
2842,"Linux,Microsoft SQL Server",97321
2843,"Project Management,Python",97317
2844,".Net,Project Management,Python",97317
2845,"Hadoop,MATLAB,SAS",97312
2846,"MATLAB,Machine Learning,TensorFlow",97309
2847,"Kafka,Scripting,Spark",97303
2848,"Data Science,S3,Spark",97297
2849,"Data Analysis,Hive,TensorFlow",97293
2850,"Data Analysis,Hive,Tableau",97292
2851,"AI,Kafka,R",97283
2852,"Java,Machine Learning,Microsoft SQL Server",97266
2853,"Oracle,Scripting,Spark",97265
2854,"Hadoop,Microsoft Office,TensorFlow",97263
2855,"AI,Hive,Microsoft Office",97259
2856,".Net,Data Science,Perl",97259
2857,"Data Science,Perl",97259
2858,"Pig,SAS,Shell Scripting",97251
2859,"HBase,Java,Project Management",97242
2860,"Big Data,Data Analysis,Tableau",97225
2861,"SQL,Scala,Tableau",97223
2862,"Microsoft SQL Server,MySQL,Python",97197
2863,"Natural Language Processing,SQL,Scripting",97195
2864,"Oracle,SQL,Tableau",97188
2865,"MATLAB,Microsoft Office,Scripting",97177
2866,"MySQL,Spark",97171
2867,".Net,MySQL,Spark",97171
2868,"Business Intelligence,HBase,Microsoft SQL Server",97158
2869,"Pig,R,Tableau",97158
2870,"MATLAB,PostgreSQL,SAS",97150
2871,"Azure,MATLAB,Spark",97146
2872,"Business Intelligence,Data Science,Java",97139
2873,"Business Intelligence,Oracle,SAS",97134
2874,"Data Science,Perl,R",97127
2875,"Big Data,Hadoop,R",97122
2876,"Azure,Microsoft SQL Server,Scripting",97121
2877,"Hive,MySQL,SQL",97119
2878,"AI,Machine Learning,Pig",97118
2879,"Big Data,Microsoft Office,SAS",97113
2880,"AWS,Hadoop,TensorFlow",97111
2881,"Data Warehouse,MATLAB,SQL",97111
2882,"Azure,MySQL,Project Management",97110
2883,"Azure,SQL,Tableau",97109
2884,"Business Intelligence,Data Science,Spark",97109
2885,"AI,Hadoop,SPSS",97105
2886,"MATLAB,Natural Language Processing,Shell Scripting",97103
2887,"Data Analysis,Project Management,SPSS",97103
2888,"Hadoop,Perl,TensorFlow",97098
2889,"Azure,Microsoft SQL Server,Natural Language Processing",97082
2890,"Microsoft Office,MySQL,SAS",97076
2891,"S3,Scripting,Spark",97072
2892,"MATLAB,MySQL,R",97071
2893,"AI,Kafka,Pig",97070
2894,"PostgreSQL,SAS,Spark",97059
2895,"Java,Natural Language Processing,Tableau",97056
2896,"Machine Learning,Scripting,Spark",97052
2897,"Natural Language Processing,SQL,Shell Scripting",97045
2898,".Net,Linux,Project Management",97044
2899,"Linux,Project Management",97044
2900,"Azure,SAS,Spark",97032
2901,"AI,PostgreSQL,TensorFlow",97025
2902,"Hadoop,MATLAB,S3",97020
2903,"HBase,Hive,SAS",97019
2904,"Hive,Spark",97008
2905,".Net,Hive,Spark",97008
2906,"Data Science,S3,Software Development",97005
2907,"Hive,Microsoft SQL Server,Scala",96998
2908,"Hive,Microsoft SQL Server,PostgreSQL",96995
2909,"C/C++,Data Science,TensorFlow",96984
2910,"Microsoft Office,Shell Scripting,Tableau",96977
2911,"Java,Machine Learning,Tableau",96977
2912,"Big Data,Hive,SQL",96965
2913,"Linux,MATLAB,SQL",96964
2914,"Excel,Hadoop,SQL",96964
2915,"Kafka,MATLAB,Scripting",96963
2916,"Big Data,Hadoop,Pig",96949
2917,"Data Warehouse,HBase,Project Management",96940
2918,"Linux,Microsoft SQL Server,Pig",96928
2919,".Net,Big Data,MATLAB",96921
2920,"Big Data,MATLAB",96921
2921,"Data Analysis,MATLAB,Software Development",96919
2922,"Linux,Microsoft SQL Server,R",96918
2923,"AWS,MATLAB,SQL",96917
2924,"Pig,Project Management,Python",96902
2925,"Data Science,NoSQL,SAS",96898
2926,"AI,Oracle",96893
2927,".Net,AI,Oracle",96893
2928,"Business Intelligence,Microsoft SQL Server,Natural Language Processing",96884
2929,"Business Intelligence,Microsoft SQL Server,Scripting",96879
2930,"Project Management,SAS,Scala",96874
2931,"Scala,Tableau,TensorFlow",96872
2932,"Oracle,SAS,Shell Scripting",96870
2933,"MATLAB,PostgreSQL,Spark",96870
2934,"Data Science,Perl,Pig",96866
2935,"HBase,MATLAB,Natural Language Processing",96856
2936,"MATLAB,Machine Learning,Scripting",96853
2937,"Hive,Pig,Spark",96840
2938,"Hive,R,Spark",96827
2939,"Linux,Microsoft SQL Server,Oracle",96812
2940,"Azure,MATLAB,SAS",96803
2941,"Microsoft SQL Server,MySQL,PostgreSQL",96794
2942,"AI,Scala,TensorFlow",96793
2943,"MySQL,Pig,Spark",96778
2944,"MATLAB,Oracle,TensorFlow",96775
2945,"AI,Hive,Java",96769
2946,"Big Data,MATLAB,R",96741
2947,"Big Data,Microsoft SQL Server,Python",96733
2948,"Data Analysis,Software Development,Spark",96729
2949,"Data Analysis,SAS,Software Development",96724
2950,"Data Analysis,Natural Language Processing,TensorFlow",96711
2951,"Python,R,TensorFlow",96709
2952,"HBase,Natural Language Processing,Spark",96706
2953,"Big Data,Project Management,Scala",96701
2954,"MySQL,R,SAS",96690
2955,"AI,AWS,HBase",96681
2956,"Data Science,S3,SPSS",96661
2957,"Microsoft SQL Server,Perl,SPSS",96657
2958,"AI,Azure,TensorFlow",96652
2959,"Data Science,Machine Learning,Spark",96652
2960,"AI,HBase,Software Development",96637
2961,"AI,Data Analysis,S3",96636
2962,"Linux,Pig,Project Management",96629
2963,"Azure,Hadoop,SQL",96623
2964,"AI,Oracle,R",96620
2965,"Hadoop,Kafka,MySQL",96616
2966,"Azure,Tableau,TensorFlow",96610
2967,"AI,Natural Language Processing,Software Development",96603
2968,"Perl,SQL,Spark",96593
2969,"Kafka,Shell Scripting,Spark",96585
2970,"Microsoft Office,Project Management,SPSS",96583
2971,".Net,MATLAB,MySQL",96570
2972,"MATLAB,MySQL",96570
2973,"AWS,Azure,Project Management",96563
2974,"S3,SAS,Tableau",96555
2975,"Hadoop,Spark,Tableau",96552
2976,"Hadoop,Machine Learning,MySQL",96543
2977,"Java,Machine Learning,Project Management",96521
2978,".Net,Hadoop,Natural Language Processing",96519
2979,"Hadoop,Natural Language Processing",96519
2980,"Data Analysis,MySQL,TensorFlow",96518
2981,".Net,Big Data,SAS",96513
2982,"Hive,Microsoft Office,SAS",96513
2983,"Big Data,SAS",96513
2984,"Data Analysis,Scripting,Shell Scripting",96513
2985,"Kafka,SAS,Scripting",96512
2986,"AWS,Microsoft SQL Server,Software Development",96508
2987,"Big Data,MATLAB,Pig",96504
2988,"AI,Oracle,Pig",96500
2989,"HBase,Natural Language Processing,SAS",96495
2990,"Linux,Project Management,R",96493
2991,".Net,Oracle,Tableau",96491
2992,"Oracle,Tableau",96491
2993,"Business Intelligence,HBase,Project Management",96488
2994,"AI,SPSS,SQL",96484
2995,"Excel,Microsoft SQL Server,Spark",96474
2996,"Machine Learning,SAS,Scripting",96469
2997,"AI,AWS,Natural Language Processing",96449
2998,"SAS,Software Development,TensorFlow",96447
2999,"S3,Shell Scripting,Spark",96445
3000,"Data Science,Microsoft Office,S3",96441
3001,"Java,Natural Language Processing,Project Management",96433
3002,"Hadoop,Natural Language Processing,R",96430
3003,"Machine Learning,Shell Scripting,Spark",96424
3004,"Microsoft Office,Microsoft SQL Server,Software Development",96413
3005,"Data Analysis,MATLAB,Machine Learning",96383
3006,"Business Intelligence,Data Science,Scala",96381
3007,"Microsoft SQL Server,S3,Shell Scripting",96362
3008,"NoSQL,Tableau,TensorFlow",96360
3009,".Net,MySQL,SAS",96353
3010,"MySQL,SAS",96353
3011,"Java,Microsoft SQL Server",96346
3012,".Net,Java,Microsoft SQL Server",96346
3013,"Data Warehouse,Natural Language Processing,Project Management",96342
3014,"Data Analysis,Machine Learning,Spark",96340
3015,"Business Intelligence,Hadoop,Scripting",96337
3016,"Data Analysis,Machine Learning,SAS",96335
3017,"Data Analysis,HBase,Tableau",96334
3018,"Data Analysis,HBase,TensorFlow",96334
3019,"Hadoop,SPSS,Scripting",96332
3020,"Hadoop,MySQL,Oracle",96322
3021,"AI,C/C++,Project Management",96321
3022,".Net,Hive,MATLAB",96321
3023,"Hive,MATLAB",96321
3024,"C/C++,Microsoft SQL Server,Tableau",96307
3025,"AI,MySQL,Perl",96306
3026,"AI,HBase,Microsoft Office",96301
3027,"Big Data,Scripting,TensorFlow",96300
3028,"AWS,Data Science,S3",96296
3029,"Azure,Data Science,Linux",96280
3030,"MySQL,Scala,Tableau",96262
3031,"Business Intelligence,Data Analysis,Hadoop",96262
3032,"AI,AWS,Machine Learning",96246
3033,"Azure,Hive,Project Management",96239
3034,"Big Data,Python,SQL",96233
3035,"Data Science,Excel,Tableau",96226
3036,".Net,Data Warehouse,Microsoft SQL Server",96218
3037,"Data Warehouse,Microsoft SQL Server",96218
3038,"AI,Big Data,Perl",96214
3039,"Data Analysis,MATLAB,Perl",96211
3040,"Project Management,S3,Scripting",96206
3041,"Hadoop,Microsoft SQL Server,MongoDB",96203
3042,"Hive,Software Development,Tableau",96201
3043,"MySQL,S3,Spark",96199
3044,"Big Data,Software Development,Tableau",96189
3045,"Microsoft SQL Server,Natural Language Processing,Scala",96183
3046,"Azure,Data Science,Python",96181
3047,"AWS,Data Science,Data Warehouse",96180
3048,"MATLAB,MySQL,Pig",96178
3049,"Data Science,Excel,R",96169
3050,"Big Data,R,SAS",96169
3051,"AWS,Microsoft Office,Project Management",96165
3052,"Java,Microsoft SQL Server,R",96165
3053,"AWS,Data Science,PostgreSQL",96162
3054,"HBase,MySQL,SQL",96161
3055,"AI,AWS,Big Data",96160
3056,"Hive,MATLAB,Pig",96154
3057,"Oracle,R,Tableau",96153
3058,"Data Analysis,Kafka,SQL",96149
3059,"Hive,MATLAB,R",96141
3060,"MySQL,Python,Tableau",96137
3061,"Business Intelligence,Scripting,Spark",96132
3062,"Python,Tableau,TensorFlow",96130
3063,"Machine Learning,Tableau",96129
3064,".Net,Machine Learning,Tableau",96129
3065,"NoSQL,SAS,Tableau",96128
3066,"Data Analysis,Microsoft SQL Server,Python",96128
3067,"Microsoft SQL Server,NoSQL,Project Management",96127
3068,"Hadoop,Natural Language Processing,Pig",96126
3069,"Data Warehouse,Hadoop,MATLAB",96114
3070,"Oracle,SAS,Scripting",96107
3071,"Oracle,Pig,Tableau",96098
3072,"Big Data,Pig,SAS",96096
3073,".Net,SQL,Scripting",96087
3074,"SQL,Scripting",96087
3075,"Business Intelligence,Hadoop,Microsoft Office",96081
3076,"Business Intelligence,Data Analysis,Spark",96080
3077,"Hadoop,Machine Learning,Natural Language Processing",96079
3078,"Hive,Project Management,Scala",96078
3079,"Java,Microsoft SQL Server,Oracle",96075
3080,"Data Science,Data Warehouse,Python",96073
3081,"Data Science,Python,Scala",96062
3082,"Linux,SQL,Spark",96060
3083,"AI,S3,SQL",96058
3084,"Data Warehouse,SQL,Spark",96046
3085,"Data Science,Linux,Tableau",96043
3086,"Data Warehouse,Microsoft SQL Server,R",96038
3087,"HBase,Microsoft SQL Server,PostgreSQL",96036
3088,"Data Science,Excel,MATLAB",96031
3089,"Big Data,HBase,SQL",96030
3090,"Kafka,Tableau",96018
3091,".Net,Kafka,Tableau",96018
3092,".Net,HBase,Hadoop",96002
3093,"HBase,Hadoop",96002
3094,"Machine Learning,SAS,Shell Scripting",95977
3095,"Hadoop,SPSS,Shell Scripting",95967
3096,"MySQL,Pig,SAS",95960
3097,"AI,Microsoft Office,Natural Language Processing",95960
3098,"PostgreSQL,Project Management,Scripting",95958
3099,"AI,Hadoop,Java",95947
3100,"AI,HBase,Java",95946
3101,"PostgreSQL,Scripting,Tableau",95945
3102,"Java,Microsoft SQL Server,Pig",95939
3103,"Business Intelligence,Natural Language Processing,Project Management",95936
3104,"Kafka,SAS,Shell Scripting",95929
3105,"R,SQL,Scripting",95924
3106,"Data Warehouse,Tableau,TensorFlow",95922
3107,"Data Analysis,Perl,SAS",95915
3108,"Big Data,Spark",95914
3109,".Net,Big Data,Spark",95914
3110,".Net,Hive,SAS",95913
3111,"Hive,SAS",95913
3112,"Business Intelligence,MATLAB,Oracle",95912
3113,"MATLAB,Oracle,Scripting",95909
3114,"Data Analysis,Natural Language Processing,Tableau",95905
3115,"AWS,Business Intelligence,Tableau",95904
