,Paired Skills,Salary
2034,"Data Science,Hive,Spark",102549
2035,".Net,AI,Big Data",102548
2036,"AI,Big Data",102548
2037,"MATLAB,Perl,SAS",102534
2038,"MySQL,Software Development,Tableau",102529
2039,"MySQL,SQL,TensorFlow",102519
2040,"Linux,Microsoft SQL Server,TensorFlow",102508
2041,"Big Data,Perl,Project Management",102507
2042,"HBase,Microsoft Office,Microsoft SQL Server",102505
2043,"Data Analysis,SQL,Shell Scripting",102498
2044,"AI,Data Science,NoSQL",102490
2045,"Big Data,MATLAB,TensorFlow",102490
2046,"Shell Scripting,Tableau",102486
2047,".Net,Shell Scripting,Tableau",102486
2048,"AI,HBase,Natural Language Processing",102482
2049,"AI,Data Warehouse,SQL",102478
2050,"Data Science,Data Warehouse,Pig",102478
2051,"Big Data,Data Science",102466
2052,".Net,Big Data,Data Science",102466
2053,"Data Analysis,Hadoop",102451
2054,".Net,Data Analysis,Hadoop",102451
2055,"Big Data,HBase,Tableau",102442
2056,"Data Science,Oracle,Python",102411
2057,"AI,MySQL",102395
2058,".Net,AI,MySQL",102395
2059,"Machine Learning,Project Management,R",102385
2060,"Business Intelligence,Hadoop,SQL",102378
2061,"AI,Big Data,R",102367
2062,"Project Management,Python,Scripting",102359
2063,"Data Science,Java,Software Development",102358
2064,"SAS,Scripting,Shell Scripting",102351
2065,"AI,Scala,Spark",102350
2066,"AWS,Microsoft SQL Server,Natural Language Processing",102339
2067,"Kafka,Project Management,R",102337
2068,"MySQL,Scripting,Spark",102335
2069,"Big Data,Data Science,R",102334
2070,"Data Science,PostgreSQL",102333
2071,".Net,Data Science,PostgreSQL",102333
2072,"Data Science,PostgreSQL,R",102323
2073,"AI,Kafka,Scripting",102318
2074,"R,Shell Scripting,Tableau",102317
2075,"Business Intelligence,MATLAB,Tableau",102306
2076,"Microsoft Office,Tableau,TensorFlow",102305
2077,"Machine Learning,Pig,Project Management",102298
2078,"AI,Business Intelligence,Oracle",102296
2079,"Hive,Microsoft SQL Server,Perl",102295
2080,"Data Science,Linux,SPSS",102293
2081,"AWS,Microsoft SQL Server,Scripting",102292
2082,"AI,Machine Learning,Scripting",102276
2083,"Hive,Microsoft Office,Project Management",102258
2084,"Hive,Scripting,Spark",102253
2085,"Kafka,Pig,Project Management",102250
2086,"Data Analysis,MATLAB,R",102238
2087,"Microsoft Office,Microsoft SQL Server,Scripting",102226
2088,"Microsoft SQL Server,SPSS",102220
2089,".Net,Microsoft SQL Server,SPSS",102220
2090,"AI,Hadoop,PostgreSQL",102217
2091,"Oracle,Shell Scripting,Tableau",102211
2092,"HBase,SAS,TensorFlow",102208
2093,"MATLAB,Python,R",102208
2094,"AI,Machine Learning,Shell Scripting",102201
2095,"AWS,Hive,Project Management",102199
2096,"Python,R,Spark",102196
2097,"AI,Azure,MATLAB",102194
2098,"AI,Python,Tableau",102185
2099,"Data Science,MySQL,Spark",102179
2100,"Microsoft Office,Microsoft SQL Server,Natural Language Processing",102164
2101,"AI,Kafka,Shell Scripting",102153
2102,"AWS,Machine Learning,Microsoft SQL Server",102148
2103,"AWS,Big Data,Microsoft SQL Server",102139
2104,"AI,Big Data,Pig",102131
2105,"Hive,Perl,Project Management",102129
2106,"Data Analysis,R,Spark",102129
2107,"Hive,SQL,TensorFlow",102122
2108,"Hadoop,Hive,Machine Learning",102113
2109,"Data Warehouse,SAS,Tableau",102103
2110,".Net,Spark,TensorFlow",102099
2111,"Spark,TensorFlow",102099
2112,"Kafka,Machine Learning,Microsoft SQL Server",102095
2113,"Pig,Shell Scripting,Tableau",102093
2114,"Azure,Hadoop,Tableau",102089
2115,"Linux,Microsoft SQL Server,Shell Scripting",102086
2116,"Azure,Data Analysis,Microsoft SQL Server",102077
2117,"MySQL,SPSS,Tableau",102064
2118,"Data Analysis,Hadoop,Pig",102059
2119,"Big Data,Data Science,Pig",102049
2120,"Microsoft SQL Server,R,SPSS",102040
2121,"Data Science,Java,SPSS",102037
2122,"Azure,Data Science,Kafka",102027
2123,"MATLAB,Scala,Tableau",102019
2124,"Big Data,Natural Language Processing,Tableau",102013
2125,"AI,Linux,Spark",102013
2126,"Azure,Data Science,Oracle",102008
2127,"Project Management,Python,Shell Scripting",102006
2128,"AI,MySQL,Pig",102002
2129,"R,Spark,TensorFlow",102000
2130,"Data Science,SQL,Spark",101985
2131,"Data Analysis,R,SAS",101960
2132,"Big Data,Hadoop,Shell Scripting",101958
2133,"Big Data,MATLAB,Scripting",101956
2134,"Hadoop,TensorFlow",101952
2135,".Net,Hadoop,TensorFlow",101952
2136,"Microsoft SQL Server,Oracle,SPSS",101950
2137,"Data Science,Perl,Shell Scripting",101949
2138,".Net,AI,Hive",101948
2139,"AI,Hive",101948
2140,"Business Intelligence,Oracle,Tableau",101944
2141,"Data Science,Pig,PostgreSQL",101940
2142,"Kafka,SQL,Spark",101929
2143,"Python,R,Tableau",101883
2144,"MySQL,Shell Scripting,Spark",101860
2145,"Data Science,Java,Microsoft Office",101858
2146,"Data Analysis,Microsoft SQL Server,PostgreSQL",101851
2147,"MATLAB,MySQL,TensorFlow",101846
2148,"Project Management,S3,SQL",101841
2149,"Hive,Natural Language Processing,Tableau",101835
2150,"Hadoop,SQL,Software Development",101830
2151,"Microsoft SQL Server,Pig,SPSS",101828
2152,"Hive,MATLAB,TensorFlow",101812
2153,"Linux,Project Management,Shell Scripting",101809
2154,"Data Science,Microsoft Office,Scala",101806
2155,"Microsoft SQL Server,Scala,TensorFlow",101806
2156,"Hadoop,R,TensorFlow",101790
2157,"S3,SQL,Spark",101789
2158,"HBase,Project Management,Software Development",101789
2159,"Azure,Data Science,Machine Learning",101783
2160,"AI,Hive,Pig",101780
2161,"Business Intelligence,SAS,Tableau",101769
2162,"Machine Learning,SQL,Spark",101768
2163,"AI,Hive,R",101768
2164,"AI,Azure,Hadoop",101760
2165,"MySQL,Perl,Tableau",101758
2166,"MySQL,Project Management,Python",101751
2167,"HBase,Project Management,SPSS",101722
2168,"Pig,Spark,TensorFlow",101706
2169,"Hive,Shell Scripting,Spark",101697
2170,"Data Analysis,Microsoft Office,SAS",101695
2171,"Data Analysis,Microsoft SQL Server,Scala",101684
2172,"HBase,Hive,Tableau",101672
2173,"Hadoop,Java,Microsoft SQL Server",101641
2174,"AWS,Microsoft SQL Server,Oracle",101624
2175,"AI,SPSS,Tableau",101623
2176,"AWS,Data Analysis,SAS",101616
2177,"Data Science,Perl,SQL",101600
2178,"AI,Linux,MATLAB",101593
2179,"MATLAB,SPSS,SQL",101593
2180,"Oracle,Scripting,Tableau",101584
2181,"Business Intelligence,Data Science,Software Development",101571
2182,"SAS,Shell Scripting,TensorFlow",101561
2183,"Hadoop,Pig,TensorFlow",101560
2184,"Natural Language Processing,SQL,TensorFlow",101554
2185,"Microsoft SQL Server,PostgreSQL,TensorFlow",101553
2186,"AI,Perl,TensorFlow",101549
2187,"Big Data,SAS,Scripting",101506
2188,"AWS,HBase,Project Management",101487
2189,"Oracle,Project Management,SAS",101485
2190,"Microsoft Office,MySQL,Tableau",101484
2191,"Natural Language Processing,Project Management,Software Development",101476
2192,"AI,PostgreSQL,SAS",101471
2193,"MATLAB,MySQL,Scripting",101453
2194,"Machine Learning,Scripting,Tableau",101446
2195,"Hadoop,Natural Language Processing,Scripting",101437
2196,"AI,Oracle,Scripting",101434
2197,"Kafka,Scripting,Tableau",101426
2198,"Natural Language Processing,Project Management,SPSS",101425
2199,"AI,Data Warehouse,Spark",101410
2200,"Python,SQL,TensorFlow",101378
2201,"Hadoop,Microsoft Office,SQL",101354
2202,"Data Science,Data Warehouse,Kafka",101346
2203,"HBase,Microsoft SQL Server,Perl",101337
2204,"Hadoop,Linux,MATLAB",101327
2205,"HBase,Microsoft Office,Project Management",101322
2206,"Project Management,S3,TensorFlow",101321
2207,"HBase,Hadoop,Scripting",101319
2208,"Data Analysis,Hadoop,Oracle",101293
2209,"Data Science,PostgreSQL,SPSS",101287
2210,"Hive,MATLAB,Scripting",101285
2211,"C/C++,Microsoft SQL Server,Project Management",101265
2212,"Hadoop,Natural Language Processing,Shell Scripting",101258
2213,"Big Data,Scripting,Spark",101231
2214,"MATLAB,Natural Language Processing,TensorFlow",101230
2215,"MATLAB,Perl,Spark",101227
2216,"Data Analysis,MATLAB",101210
2217,".Net,Data Analysis,MATLAB",101210
2218,"Java,Scripting,Tableau",101202
2219,"MySQL,SAS,Scripting",101193
2220,"HBase,Perl,Project Management",101193
2221,"HBase,SQL,TensorFlow",101164
2222,"Big Data,Data Analysis,SQL",101154
2223,"Data Science,Hadoop,JavaScript",101153
2224,"AI,Data Warehouse,MATLAB",101150
2225,"Linux,MySQL,Project Management",101136
2226,".Net,Data Science,S3",101130
2227,"Data Science,S3",101130
2228,"Microsoft SQL Server,Software Development",101102
2229,".Net,Microsoft SQL Server,Software Development",101102
2230,"Data Analysis,Spark",101101
2231,".Net,Data Analysis,Spark",101101
2232,".Net,Data Analysis,SAS",101096
2233,"Data Analysis,SAS",101096
2234,"Business Intelligence,Data Science,SPSS",101086
2235,"Microsoft SQL Server,Perl,Scripting",101058
2236,"Oracle,Spark,TensorFlow",101056
2237,"AWS,Machine Learning,Project Management",101051
2238,"Linux,Microsoft SQL Server,MySQL",101043
2239,"Java,Microsoft SQL Server,Shell Scripting",101035
2240,"Data Analysis,Project Management,Scala",101031
2241,"AWS,Data Science,Linux",101023
2242,"Microsoft SQL Server,Natural Language Processing,Perl",101018
2243,"PostgreSQL,Project Management,TensorFlow",101006
2244,"Kafka,Machine Learning,Project Management",100999
2245,"Data Science,R,S3",100998
2246,"Microsoft Office,SAS,TensorFlow",100996
2247,".Net,AI,HBase",100990
2248,"AI,HBase",100990
2249,"HBase,Natural Language Processing,Tableau",100990
2250,"C/C++,Data Science,MATLAB",100988
2251,"Big Data,Data Science,Oracle",100981
2252,"AWS,Natural Language Processing,Project Management",100976
2253,"AWS,Microsoft SQL Server,MongoDB",100965
2254,"Java,Project Management,Scripting",100965
2255,"AWS,Big Data,Project Management",100965
2256,"Hadoop,NoSQL,Spark",100957
2257,"Hadoop,Oracle,TensorFlow",100946
2258,"Data Warehouse,Microsoft SQL Server,Shell Scripting",100934
2259,"Hadoop,Perl,SQL",100930
2260,"Perl,SAS,Spark",100916
2261,"Data Science,Scala,Software Development",100898
2262,"Data Warehouse,Project Management,Scripting",100895
2263,"Data Analysis,Hadoop,Kafka",100893
2264,"Big Data,Hadoop,MySQL",100885
2265,"AI,Big Data,Machine Learning",100881
2266,"Microsoft SQL Server,Oracle,Software Development",100880
2267,"Big Data,SAS,Shell Scripting",100866
2268,"Hadoop,S3,Tableau",100861
2269,"MySQL,SAS,Shell Scripting",100854
2270,"HBase,MATLAB,TensorFlow",100854
2271,"Business Intelligence,SQL,Spark",100849
2272,"Hive,SAS,Scripting",100834
2273,"AI,Big Data,Kafka",100833
2274,"Machine Learning,Shell Scripting,Tableau",100819
2275,"Data Analysis,MATLAB,Pig",100818
2276,"AI,HBase,R",100809
2277,"Microsoft SQL Server,NoSQL,Spark",100797
2278,"Excel,Microsoft SQL Server,R",100777
2279,"Hive,MySQL,Spark",100777
2280,"Big Data,Business Intelligence,Microsoft SQL Server",100772
2281,".Net,AWS,Microsoft SQL Server",100760
2282,"AWS,Microsoft SQL Server",100760
2283,"AI,Azure,SAS",100758
2284,"Data Science,HBase,Spark",100755
2285,"Microsoft SQL Server,R,Software Development",100755
2286,"Big Data,Data Science,Kafka",100751
2287,"HBase,Hadoop,Shell Scripting",100742
2288,"Data Science,Pig,S3",100738
2289,"Hadoop,Java,Project Management",100725
2290,"Microsoft Office,Natural Language Processing,Project Management",100725
2291,"SPSS,SQL,Spark",100716
2292,"Microsoft SQL Server,Pig,Software Development",100709
2293,"Data Analysis,Pig,Spark",100709
2294,"PostgreSQL,Project Management,SQL",100707
2295,"Kafka,Shell Scripting,Tableau",100707
2296,"SQL,Shell Scripting,TensorFlow",100705
2297,"Data Analysis,Pig,SAS",100703
2298,"Microsoft Office,Microsoft SQL Server",100694
2299,".Net,Microsoft Office,Microsoft SQL Server",100694
2300,"Data Analysis,Hive,SQL",100686
2301,"Hadoop,Hive,Kafka",100685
2302,"Data Science,Java,Python",100677
2303,".Net,AI,Natural Language Processing",100671
2304,"AI,Natural Language Processing",100671
2305,"Big Data,Linux,Microsoft SQL Server",100666
2306,"Oracle,Project Management,TensorFlow",100665
2307,"Big Data,Project Management,Python",100658
2308,"Microsoft SQL Server,Python,TensorFlow",100648
2309,"Machine Learning,Microsoft SQL Server,SPSS",100648
2310,"AI,Machine Learning,MySQL",100646
2311,"AI,Natural Language Processing,R",100646
2312,".Net,Big Data,Tableau",100631
2313,"Big Data,Tableau",100631
2314,"Azure,Hadoop,Spark",100621
2315,"Data Science,Kafka,PostgreSQL",100618
2316,"AI,HBase,Pig",100597
2317,"Natural Language Processing,Perl,Project Management",100596
2318,"Kafka,Spark,TensorFlow",100593
2319,"MATLAB,Python,Spark",100591
2320,"Data Science,Data Warehouse,Machine Learning",100580
2321,"AWS,Microsoft SQL Server,R",100579
2322,"PostgreSQL,Tableau,TensorFlow",100578
2323,"Linux,MATLAB,Spark",100576
2324,"Java,Shell Scripting,Tableau",100575
2325,"Hive,Tableau",100566
2326,".Net,Hive,Tableau",100566
2327,"Linux,SAS,Spark",100557
2328,"HBase,Scripting,Spark",100530
2329,"Azure,MATLAB,Tableau",100530
2330,"Microsoft Office,Microsoft SQL Server,R",100513
2331,"AI,Kafka,MySQL",100510
2332,"SQL,Scripting,Shell Scripting",100490
2333,"Linux,MATLAB,SAS",100488
2334,"Kafka,Microsoft SQL Server,SPSS",100483
2335,"AI,Spark,Tableau",100474
2336,"Big Data,Shell Scripting,Spark",100455
2337,"S3,Spark,TensorFlow",100453
2338,"SAS,SQL,Software Development",100452
2339,"Hadoop,Kafka,TensorFlow",100447
2340,"Data Science,Natural Language Processing,Spark",100436
2341,"Machine Learning,Spark,TensorFlow",100432
2342,"AI,Business Intelligence,SQL",100418
2343,"PostgreSQL,SQL,Tableau",100418
2344,"Hadoop,Scala,Tableau",100416
2345,"Hive,SAS,Shell Scripting",100414
2346,"Business Intelligence,Microsoft Office,Microsoft SQL Server",100408
2347,"HBase,MATLAB,Scripting",100398
2348,"Hive,Pig,Tableau",100398
2349,".Net,SAS,TensorFlow",100396
2350,"SAS,TensorFlow",100396
2351,"Hadoop,PostgreSQL,Spark",100392
2352,"Data Analysis,Project Management,Python",100388
2353,"Big Data,R,Tableau",100386
2354,"Big Data,Spark,Tableau",100376
2355,"AI,Microsoft SQL Server,MongoDB",100368
2356,"AWS,Microsoft SQL Server,Pig",100367
2357,"Business Intelligence,Data Analysis,Microsoft SQL Server",100367
2358,"MATLAB,Scripting,Shell Scripting",100360
2359,"Project Management,Python,SAS",100346
2360,"Data Science,Oracle,PostgreSQL",100331
2361,"AI,Hadoop,Linux",100323
2362,"Hive,R,Tableau",100321
2363,"AWS,Business Intelligence,SAS",100321
2364,"AWS,Data Science,Python",100306
2365,"Excel,SQL,Tableau",100304
2366,"Microsoft Office,Microsoft SQL Server,Pig",100301
2367,"Big Data,Linux,Project Management",100300
2368,"Hadoop,Machine Learning,TensorFlow",100286
2369,"AI,Hive,Machine Learning",100281
2370,"Azure,Microsoft SQL Server,Shell Scripting",100278
2371,"AI,Natural Language Processing,Pig",100278
2372,"AI,Data Science,Excel",100264
2373,"AI,Linux,SAS",100252
2374,"Data Analysis,MySQL,SQL",100245
2375,"Microsoft Office,SQL,Spark",100242
2376,"AI,Machine Learning,Natural Language Processing",100232
2377,"Data Science,MySQL,Perl",100225
2378,"Excel,MATLAB,Microsoft SQL Server",100218
2379,"Big Data,Pig,Tableau",100214
2380,"Business Intelligence,Project Management,Scripting",100212
2381,"AI,Hadoop,S3",100206
2382,"MATLAB,SQL,Software Development",100179
2383,"Big Data,Data Science,Machine Learning",100175
2384,"AWS,Data Analysis,MATLAB",100170
2385,"Data Science,PostgreSQL,Python",100159
2386,"Data Science,Machine Learning,PostgreSQL",100141
2387,"R,SAS,TensorFlow",100134
2388,"Azure,Data Analysis,Project Management",100130
2389,"Java,Project Management,Shell Scripting",100120
2390,"Hadoop,Hive,SPSS",100116
2391,"Hadoop,Scripting",100091
2392,".Net,Hadoop,Scripting",100091
2393,"AWS,Data Analysis,Hadoop",100080
2394,"Data Science,Git,Microsoft SQL Server",100073
2395,"Business Intelligence,Microsoft SQL Server,Shell Scripting",100066
2396,"Data Science,SPSS,Scala",100049
2397,"Data Science,Hive,Perl",100029
2398,"Big Data,Business Intelligence,Project Management",100012
2399,"AWS,Data Analysis,Spark",100009
2400,"Pig,SAS,TensorFlow",100003
2401,"Business Intelligence,Spark,TensorFlow",99981
2402,"AI,Data Analysis,PostgreSQL",99979
2403,".Net,Project Management,Software Development",99977
2404,"Project Management,Software Development",99977
2405,"AI,Hadoop,Scala",99967
2406,"HBase,SAS,Scripting",99948
2407,"Business Intelligence,Data Analysis,Project Management",99941
2408,"Big Data,MATLAB,MySQL",99940
2409,"Java,Microsoft SQL Server,MySQL",99931
2410,"Hadoop,MySQL,Natural Language Processing",99930
2411,".Net,Project Management,SPSS",99911
2412,"Project Management,SPSS",99911
2413,"Data Analysis,Oracle,Spark",99907
2414,"HBase,Shell Scripting,Spark",99903
2415,"MATLAB,Python,Tableau",99900
2416,"AI,Excel,SQL",99868
2417,"AWS,Data Science,Java",99856
2418,"Data Warehouse,Project Management,Shell Scripting",99843
2419,"Data Analysis,Scripting,Tableau",99839
2420,"Natural Language Processing,Scripting,Spark",99813
2421,"Big Data,Java,Microsoft SQL Server",99806
2422,"MATLAB,Shell Scripting,TensorFlow",99803
2423,"Data Analysis,MATLAB,Microsoft Office",99801
2424,"JavaScript,Project Management,Tableau",99780
2425,"Hadoop,R,Scripting",99779
2426,"Data Analysis,HBase,SQL",99728
2427,"Big Data,MySQL,SAS",99723
2428,"AWS,Microsoft SQL Server,Scala",99715
2429,"AI,Data Warehouse,SAS",99699
2430,"Hadoop,Pig,Scripting",99698
2431,"Big Data,MySQL,Spark",99683
2432,"MATLAB,Natural Language Processing,Scripting",99681
2433,"Big Data,Data Warehouse,Microsoft SQL Server",99678
2434,".Net,AWS,Project Management",99675
2435,"AWS,Project Management",99675
2436,"Big Data,Hive,MATLAB",99667
2437,"AI,Hive,Oracle",99663
2438,"Hadoop,Java,Tableau",99656
2439,"AI,Shell Scripting,Software Development",99656
2440,"Data Warehouse,Microsoft SQL Server,MySQL",99651
2441,"Data Science,Oracle,S3",99645
2442,"AI,AWS,Scripting",99634
2443,"Azure,Data Science,Software Development",99617
2444,".Net,HBase,Tableau",99608
2445,"HBase,Tableau",99608
2446,"AI,AWS,Shell Scripting",99589
2447,"Natural Language Processing,Shell Scripting,Spark",99584
2448,"Project Management,R,SPSS",99582
2449,"Pig,Project Management,Software Development",99562
2450,"AI,Scripting,Software Development",99562
2451,"Hadoop,Microsoft SQL Server,NoSQL",99553
2452,"Data Analysis,Kafka,Spark",99543
2453,"AWS,SAS,Tableau",99532
2454,"Machine Learning,Microsoft SQL Server,Software Development",99529
2455,"Microsoft SQL Server,Perl",99526
2456,".Net,Microsoft SQL Server,Perl",99526
2457,"Data Analysis,Scripting,TensorFlow",99525
2458,"HBase,Hadoop,MySQL",99521
2459,".Net,Hadoop,Shell Scripting",99513
2460,"Hadoop,Shell Scripting",99513
2461,".Net,Microsoft Office,Project Management",99511
2462,"Microsoft Office,Project Management",99511
2463,"AWS,Hadoop,Tableau",99500
2464,"Big Data,Hive,Spark",99496
2465,"Pig,Project Management,SPSS",99495
2466,"Microsoft SQL Server,SAS,Scala",99490
2467,"Business Intelligence,Hadoop,Hive",99488
2468,"Project Management,R,Software Development",99483
2469,"AWS,Hadoop,SQL",99474
2470,"Big Data,SQL,Scripting",99457
2471,"HBase,SAS,Shell Scripting",99456
2472,"Data Analysis,S3,Spark",99455
2473,"Data Analysis,Kafka,MATLAB",99443
2474,"MySQL,SQL,Scripting",99434
2475,"Data Analysis,Natural Language Processing,SQL",99423
2476,"Hadoop,Hive,Software Development",99421
2477,"Data Science,Kafka,S3",99415
2478,"AI,MATLAB,S3",99410
2479,"Business Intelligence,Project Management,Shell Scripting",99396
2480,"Kafka,Microsoft SQL Server,Software Development",99387
2481,"Java,MySQL,Project Management",99386
2482,"Perl,Project Management",99381
2483,".Net,Perl,Project Management",99381
2484,"HBase,R,Tableau",99363
2485,"Perl,SAS,SQL",99357
2486,"SQL,TensorFlow",99352
2487,".Net,SQL,TensorFlow",99352
2488,"Hadoop,Oracle,Shell Scripting",99351
2489,"AI,Excel,Tableau",99350
2490,"AWS,Project Management,R",99347
2491,"Hadoop,R,Shell Scripting",99345
2492,"Microsoft SQL Server,Perl,R",99345
2493,"Hive,MATLAB,MySQL",99340
2494,"R,SQL,TensorFlow",99338
2495,"AI,MySQL,Oracle",99333
2496,"Data Analysis,Kafka,SAS",99328
2497,"Data Analysis,Oracle,SAS",99325
2498,"AI,HBase,Machine Learning",99323
2499,"AI,Data Analysis,Scala",99317
2500,"Microsoft Office,Microsoft SQL Server,Oracle",99316
2501,"Hadoop,SAS,Tableau",99302
2502,"AI,Data Warehouse,Hadoop",99300
2503,"Azure,Project Management,Scripting",99286
2504,"HBase,Linux,Microsoft SQL Server",99284
2505,"Natural Language Processing,SAS,Scripting",99278
2506,"AI,HBase,Kafka",99275
2507,"Azure,Data Science,SPSS",99272
2508,"Data Science,Linux,Python",99270
2509,"Hive,Oracle,Tableau",99261
2510,"AWS,Pig,Project Management",99260
2511,"Big Data,Hive,SAS",99259
2512,"AI,Microsoft Office,Scripting",99254
2513,"Microsoft SQL Server,Scala,Shell Scripting",99245
2514,"C/C++,Data Science,Tableau",99218
2515,"HBase,Pig,Tableau",99215
2516,"Hive,Linux,Microsoft SQL Server",99190
2517,"Natural Language Processing,SAS,Shell Scripting",99184
2518,"MATLAB,Perl,SQL",99184
2519,"Microsoft Office,Project Management,R",99182
2520,"AI,Microsoft Office,Shell Scripting",99179
2521,"Natural Language Processing,Tableau",99178
2522,AI,99178
2523,".Net,Natural Language Processing,Tableau",99178
2524,".Net,AI",99178
2525,"Hadoop,Linux,SQL",99177
2526,"Data Analysis,Microsoft SQL Server,SPSS",99169
2527,"AI,PostgreSQL,SQL",99150
2528,"MySQL,PostgreSQL,Tableau",99141
2529,"Microsoft SQL Server,Perl,Pig",99133
2530,"Data Analysis,Microsoft SQL Server,S3",99129
2531,"Hive,MySQL,SAS",99123
2532,"AI,Kafka,Natural Language Processing",99122
2533,"Machine Learning,Microsoft Office,Microsoft SQL Server",99121
2534,"Hadoop,Pig,Shell Scripting",99120
2535,"Big Data,Hadoop,Natural Language Processing",99111
2536,"Data Analysis,Shell Scripting,Tableau",99104
2537,"Hadoop,SAS,Spark",99097
2538,"Microsoft Office,Pig,Project Management",99095
2539,"Hadoop,Hive,Microsoft Office",99091
2540,"Natural Language Processing,R,Tableau",99089
2541,"Data Warehouse,MySQL,Tableau",99088
2542,"Data Science,Java,Linux",99085
2543,"Microsoft Office,Microsoft SQL Server,SPSS",99073
2544,"Data Science,HBase,Perl",99071
2545,"AI,Data Science,JavaScript",99065
2546,"Microsoft SQL Server,MongoDB,Tableau",99060
2547,"Perl,Project Management,R",99053
2548,"NoSQL,Project Management,Spark",99050
2549,"AWS,Kafka,Microsoft SQL Server",99045
2550,"MATLAB,TensorFlow",99042
2551,".Net,MATLAB,TensorFlow",99042
2552,"MySQL,SQL,Shell Scripting",99038
2553,"Microsoft SQL Server,S3,TensorFlow",99035
2554,"SQL,Software Development,Spark",99033
2555,"Data Analysis,R,SQL",99029
2556,"Azure,SAS,Tableau",99028
2557,"HBase,Linux,Project Management",99007
2558,"Azure,Data Science,Microsoft Office",99002
2559,"AI,R",98998
2560,".Net,AI,R",98998
2561,"Microsoft Office,Spark,TensorFlow",98995
2562,"Data Warehouse,Hive,Microsoft SQL Server",98988
2563,"HBase,MySQL,Spark",98982
2564,"Hive,Java,Microsoft SQL Server",98980
2565,"Kafka,Microsoft Office,Microsoft SQL Server",98978
2566,"AWS,SAS,SQL",98975
2567,"Perl,Pig,Project Management",98966
2568,"Big Data,Machine Learning,Tableau",98964
2569,"Pig,SQL,TensorFlow",98959
2570,"Data Science,Spark",98943
2571,"MATLAB,R,TensorFlow",98943
2572,".Net,Data Science,Spark",98943
2573,"AI,Azure,SQL",98941
2574,"AI,SQL,Scala",98933
2575,"Data Warehouse,MySQL,Project Management",98931
2576,"Microsoft SQL Server,PostgreSQL,Shell Scripting",98914
2577,"Hive,Machine Learning,Tableau",98899
2578,"AI,Java,Scripting",98899
2579,"Hadoop,Hive,Perl",98894
2580,"Hive,Linux,Project Management",98891
2581,"Business Intelligence,SQL,Tableau",98885
2582,"Project Management,Scala,Scripting",98866
2583,"Data Science,Data Warehouse,Software Development",98859
2584,"HBase,Project Management,Python",98857
2585,"Business Intelligence,Microsoft Office,Project Management",98854
2586,"Linux,Microsoft SQL Server,Scripting",98853
2587,"AI,Hive,Kafka",98853
2588,"Big Data,Kafka,Tableau",98852
2589,"AI,Big Data,Oracle",98851
2590,"Data Science,Machine Learning,S3",98839
2591,"Azure,Microsoft SQL Server,MySQL",98837
2592,"Big Data,MATLAB,Shell Scripting",98833
2593,"AI,Hadoop,SAS",98825
2594,"AI,Java,Shell Scripting",98824
2595,"Linux,Microsoft SQL Server,Natural Language Processing",98813
2596,"Data Science,R,Spark",98811
2597,"Big Data,Java,Project Management",98800
2598,"Data Analysis,MATLAB,Oracle",98792
2599,"Natural Language Processing,Pig,Tableau",98786
2600,"AI,Pig",98785
2601,".Net,AI,Pig",98785
2602,"Hive,SQL,Scripting",98785
2603,"Oracle,SAS,TensorFlow",98778
2604,"Big Data,SQL,Shell Scripting",98761
2605,"Java,MATLAB,Spark",98753
2606,"Data Science,Natural Language Processing,Perl",98752
2607,"AWS,Big Data,Data Science",98745
2608,"Data Warehouse,Hadoop,SQL",98744
2609,"Machine Learning,Natural Language Processing,Tableau",98739
2610,"Microsoft Office,SAS,Scripting",98736
2611,"AI,Data Analysis,Linux",98736
2612,"AWS,Project Management,Scala",98735
2613,"Big Data,HBase,MATLAB",98733
2614,"Machine Learning,SAS,TensorFlow",98729
2615,"Hadoop,MySQL,R",98729
2616,"Big Data,Java,Tableau",98720
2617,"Scripting,Software Development,Tableau",98720
2618,".Net,Scripting,Spark",98718
2619,"Scripting,Spark",98718
2620,"Java,MATLAB,SAS",98715
2621,"AI,HBase,Oracle",98705
2622,"Kafka,SAS,TensorFlow",98681
2623,"Hadoop,Kafka,Scripting",98676
2624,"Hadoop,Oracle,Scripting",98674
2625,"Hadoop,MATLAB,PostgreSQL",98664
2626,"Business Intelligence,MATLAB,SAS",98659
2627,"MATLAB,Pig,TensorFlow",98649
2628,"Microsoft SQL Server,Oracle,Perl",98649
2629,"Business Intelligence,Hadoop,TensorFlow",98638
2630,"MATLAB,MySQL,Shell Scripting",98630
2631,"AI,Business Intelligence,TensorFlow",98627
2632,"Java,SAS,Spark",98623
2633,"AI,Pig,R",98605
2634,"Big Data,HBase,Hadoop",98595
2635,".Net,MATLAB,Scripting",98587
2636,"MATLAB,Scripting",98587
2637,"Azure,Hadoop,MATLAB",98574
2638,"AWS,Azure,Microsoft SQL Server",98572
2639,"MySQL,Natural Language Processing,Spark",98556
2640,"Data Science,Pig,Spark",98550
2641,"AWS,MATLAB,Tableau",98526
2642,"Hive,Java,Tableau",98520
2643,"Hive,Project Management,Python",98517
2644,"Big Data,Data Warehouse,Project Management",98498
2645,"Business Intelligence,Data Science,MySQL",98485
2646,"Business Intelligence,Hive,Microsoft SQL Server",98476
2647,"Business Intelligence,Tableau,TensorFlow",98475
2648,"R,Scripting,Spark",98470
2649,"AWS,MongoDB,Project Management",98468
